biopsy	array	fibrosis_stage	program	predeclared_genes	available_hidden_genes	n_available	spatial_residual_pearson	measured_mean_residual	predicted_mean_residual
VLP120_A_C2	VLP120_A	F0	inflammation	CCL2;CXCL8;IL1B;TNF;NFKBIA;S100A8;S100A9;LYZ;CD74	CCL2;NFKBIA;S100A9;LYZ	4	0.6370521005249331	0.07634688913822174	-0.04414873942732811
VLP120_A_C2	VLP120_A	F0	extracellular_matrix_fibrosis	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;SPP1;CXCL12;ACTA2;TAGLN	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;CXCL12;ACTA2;TAGLN	10	0.7624827423904503	0.08215399831533432	0.024365726858377457
VLP120_A_C2	VLP120_A	F0	hepatocyte_zonation	CYP2E1;CYP3A4;GLUL;AXIN2;HAL;CPS1;ASS1;PCK1;G6PC;TAT	CYP3A4;GLUL;HAL;CPS1;ASS1;PCK1;G6PC;TAT	8	0.7383089636267469	-0.26539674401283264	-0.38102632761001587
VLP120_A_C3	VLP120_A	F3a	lipid_metabolic_reprogramming	ACACA;FASN;SCD;DGAT2;PNPLA3;PLIN2;CD36;CPT1A;PPARA;APOB;MTTP	ACACA;FASN;SCD;DGAT2;PLIN2;CD36;CPT1A;PPARA;MTTP	9	0.42399781454656005	0.25083470344543457	-0.12107008695602417
VLP120_A_C3	VLP120_A	F3a	steatosis_associated	PLIN2;CIDEC;CIDEA;SCD;FABP1;CD36;DGAT2	PLIN2;SCD;CD36;DGAT2	4	0.6172614157506814	-0.04816821962594986	-0.24070769548416138
VLP120_A_C3	VLP120_A	F3a	inflammation	CCL2;CXCL8;IL1B;TNF;NFKBIA;S100A8;S100A9;LYZ;CD74	CCL2;NFKBIA;S100A9;LYZ	4	0.5791985981966314	0.023693833500146866	-0.04609112814068794
VLP120_A_C3	VLP120_A	F3a	extracellular_matrix_fibrosis	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;SPP1;CXCL12;ACTA2;TAGLN	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;CXCL12;ACTA2;TAGLN	10	0.8656598859132069	-0.005165652371942997	-0.04682859033346176
VLP120_A_C3	VLP120_A	F3a	hepatocyte_zonation	CYP2E1;CYP3A4;GLUL;AXIN2;HAL;CPS1;ASS1;PCK1;G6PC;TAT	CYP3A4;GLUL;HAL;CPS1;ASS1;PCK1;G6PC;TAT	8	0.7117242527976807	-0.43766123056411743	-0.36053627729415894
VLP120_A_C4	VLP120_A	F4	lipid_metabolic_reprogramming	ACACA;FASN;SCD;DGAT2;PNPLA3;PLIN2;CD36;CPT1A;PPARA;APOB;MTTP	ACACA;FASN;SCD;DGAT2;PLIN2;CD36;CPT1A;PPARA;MTTP	9	0.5273453133961167	0.14041240513324738	-0.1399914026260376
VLP120_A_C4	VLP120_A	F4	steatosis_associated	PLIN2;CIDEC;CIDEA;SCD;FABP1;CD36;DGAT2	PLIN2;SCD;CD36;DGAT2	4	0.6557301441493407	-0.10711327940225601	-0.27272945642471313
VLP120_A_C4	VLP120_A	F4	inflammation	CCL2;CXCL8;IL1B;TNF;NFKBIA;S100A8;S100A9;LYZ;CD74	CCL2;NFKBIA;S100A9;LYZ	4	0.5881831237306494	0.18477419018745422	-0.0091891223564744
VLP120_A_C4	VLP120_A	F4	extracellular_matrix_fibrosis	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;SPP1;CXCL12;ACTA2;TAGLN	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;CXCL12;ACTA2;TAGLN	10	0.8411268955635107	0.40703797340393066	0.13516178727149963
VLP120_A_C4	VLP120_A	F4	hepatocyte_zonation	CYP2E1;CYP3A4;GLUL;AXIN2;HAL;CPS1;ASS1;PCK1;G6PC;TAT	CYP3A4;GLUL;HAL;CPS1;ASS1;PCK1;G6PC;TAT	8	0.8292195297132298	-0.5405725836753845	-0.46661579608917236
VLP120_D_C1	VLP120_D	F3b	lipid_metabolic_reprogramming	ACACA;FASN;SCD;DGAT2;PNPLA3;PLIN2;CD36;CPT1A;PPARA;APOB;MTTP	ACACA;FASN;SCD;DGAT2;PLIN2;CD36;CPT1A;PPARA;MTTP	9	0.4299782918636123	0.2464953362941742	-0.08196713030338287
VLP120_D_C1	VLP120_D	F3b	steatosis_associated	PLIN2;CIDEC;CIDEA;SCD;FABP1;CD36;DGAT2	PLIN2;SCD;CD36;DGAT2	4	0.5920571742534895	0.12614203989505768	-0.1591929793357849
VLP120_D_C1	VLP120_D	F3b	inflammation	CCL2;CXCL8;IL1B;TNF;NFKBIA;S100A8;S100A9;LYZ;CD74	CCL2;NFKBIA;S100A9;LYZ	4	0.5214278984148318	0.09939704090356827	-0.03644860163331032
VLP120_D_C1	VLP120_D	F3b	extracellular_matrix_fibrosis	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;SPP1;CXCL12;ACTA2;TAGLN	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;CXCL12;ACTA2;TAGLN	10	0.685993165995993	0.25067976117134094	0.04306110367178917
VLP120_D_C1	VLP120_D	F3b	hepatocyte_zonation	CYP2E1;CYP3A4;GLUL;AXIN2;HAL;CPS1;ASS1;PCK1;G6PC;TAT	CYP3A4;GLUL;HAL;CPS1;ASS1;PCK1;G6PC;TAT	8	0.7549572969964804	-0.519473135471344	-0.4175891578197479
VLP120_D_C2	VLP120_D	F2	lipid_metabolic_reprogramming	ACACA;FASN;SCD;DGAT2;PNPLA3;PLIN2;CD36;CPT1A;PPARA;APOB;MTTP	ACACA;FASN;SCD;DGAT2;PLIN2;CD36;CPT1A;PPARA;MTTP	9	0.43336970420843207	0.12854373455047607	-0.13350777328014374
VLP120_D_C2	VLP120_D	F2	steatosis_associated	PLIN2;CIDEC;CIDEA;SCD;FABP1;CD36;DGAT2	PLIN2;SCD;CD36;DGAT2	4	0.5970517402706964	-0.16637669503688812	-0.25764620304107666
VLP120_D_C2	VLP120_D	F2	inflammation	CCL2;CXCL8;IL1B;TNF;NFKBIA;S100A8;S100A9;LYZ;CD74	CCL2;NFKBIA;S100A9;LYZ	4	0.551454028300335	0.09056016802787781	-0.026627911254763603
VLP120_D_C2	VLP120_D	F2	extracellular_matrix_fibrosis	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;SPP1;CXCL12;ACTA2;TAGLN	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;CXCL12;ACTA2;TAGLN	10	0.8483667073712455	0.25981906056404114	0.038941916078329086
VLP120_D_C2	VLP120_D	F2	hepatocyte_zonation	CYP2E1;CYP3A4;GLUL;AXIN2;HAL;CPS1;ASS1;PCK1;G6PC;TAT	CYP3A4;GLUL;HAL;CPS1;ASS1;PCK1;G6PC;TAT	8	0.7969043766497644	-0.200487419962883	-0.44170957803726196
VLP120_D_C3	VLP120_D	F1	lipid_metabolic_reprogramming	ACACA;FASN;SCD;DGAT2;PNPLA3;PLIN2;CD36;CPT1A;PPARA;APOB;MTTP	ACACA;FASN;SCD;DGAT2;PLIN2;CD36;CPT1A;PPARA;MTTP	9	0.5030031263275344	-0.002221818780526519	-0.12965834140777588
VLP120_D_C3	VLP120_D	F1	steatosis_associated	PLIN2;CIDEC;CIDEA;SCD;FABP1;CD36;DGAT2	PLIN2;SCD;CD36;DGAT2	4	0.6112948648356613	-0.17853103578090668	-0.25303909182548523
VLP120_D_C3	VLP120_D	F1	inflammation	CCL2;CXCL8;IL1B;TNF;NFKBIA;S100A8;S100A9;LYZ;CD74	CCL2;NFKBIA;S100A9;LYZ	4	0.5578074910719458	-0.00565215153619647	-0.07591614872217178
VLP120_D_C3	VLP120_D	F1	extracellular_matrix_fibrosis	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;SPP1;CXCL12;ACTA2;TAGLN	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;CXCL12;ACTA2;TAGLN	10	0.7864668159209044	0.06131642684340477	-0.043374624103307724
VLP120_D_C3	VLP120_D	F1	hepatocyte_zonation	CYP2E1;CYP3A4;GLUL;AXIN2;HAL;CPS1;ASS1;PCK1;G6PC;TAT	CYP3A4;GLUL;HAL;CPS1;ASS1;PCK1;G6PC;TAT	8	0.573934004245388	-0.43238669633865356	-0.36838507652282715
VLP121_A_C1	VLP121_A	F2	lipid_metabolic_reprogramming	ACACA;FASN;SCD;DGAT2;PNPLA3;PLIN2;CD36;CPT1A;PPARA;APOB;MTTP	ACACA;FASN;SCD;DGAT2;PLIN2;CD36;CPT1A;PPARA;MTTP	9	0.6540635862269191	-0.024183573201298714	-0.14248967170715332
VLP121_A_C1	VLP121_A	F2	steatosis_associated	PLIN2;CIDEC;CIDEA;SCD;FABP1;CD36;DGAT2	PLIN2;SCD;CD36;DGAT2	4	0.7113105886442141	-0.26411402225494385	-0.2799546420574188
VLP121_A_C1	VLP121_A	F2	inflammation	CCL2;CXCL8;IL1B;TNF;NFKBIA;S100A8;S100A9;LYZ;CD74	CCL2;NFKBIA;S100A9;LYZ	4	0.7393937297472145	0.04636424779891968	-0.049638956785202026
VLP121_A_C1	VLP121_A	F2	extracellular_matrix_fibrosis	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;SPP1;CXCL12;ACTA2;TAGLN	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;CXCL12;ACTA2;TAGLN	10	0.9353932841381982	0.03252497315406799	0.024998623877763748
VLP121_A_C1	VLP121_A	F2	hepatocyte_zonation	CYP2E1;CYP3A4;GLUL;AXIN2;HAL;CPS1;ASS1;PCK1;G6PC;TAT	CYP3A4;GLUL;HAL;CPS1;ASS1;PCK1;G6PC;TAT	8	0.7837509444463528	-0.34625691175460815	-0.4194145202636719
VLP121_A_C2	VLP121_A	F4	lipid_metabolic_reprogramming	ACACA;FASN;SCD;DGAT2;PNPLA3;PLIN2;CD36;CPT1A;PPARA;APOB;MTTP	ACACA;FASN;SCD;DGAT2;PLIN2;CD36;CPT1A;PPARA;MTTP	9	0.6942330889283157	0.08809664100408554	-0.16296613216400146
VLP121_A_C2	VLP121_A	F4	steatosis_associated	PLIN2;CIDEC;CIDEA;SCD;FABP1;CD36;DGAT2	PLIN2;SCD;CD36;DGAT2	4	0.7558221246167025	-0.10356609523296356	-0.31512871384620667
VLP121_A_C2	VLP121_A	F4	inflammation	CCL2;CXCL8;IL1B;TNF;NFKBIA;S100A8;S100A9;LYZ;CD74	CCL2;NFKBIA;S100A9;LYZ	4	0.5901314343785543	0.14647826552391052	-0.006212741602212191
VLP121_A_C2	VLP121_A	F4	extracellular_matrix_fibrosis	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;SPP1;CXCL12;ACTA2;TAGLN	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;CXCL12;ACTA2;TAGLN	10	0.839222989128528	0.4039929509162903	0.14664892852306366
VLP121_A_C2	VLP121_A	F4	hepatocyte_zonation	CYP2E1;CYP3A4;GLUL;AXIN2;HAL;CPS1;ASS1;PCK1;G6PC;TAT	CYP3A4;GLUL;HAL;CPS1;ASS1;PCK1;G6PC;TAT	8	0.7959736130967036	-0.5969878435134888	-0.5466297268867493
VLP121_A_C3	VLP121_A	F4	lipid_metabolic_reprogramming	ACACA;FASN;SCD;DGAT2;PNPLA3;PLIN2;CD36;CPT1A;PPARA;APOB;MTTP	ACACA;FASN;SCD;DGAT2;PLIN2;CD36;CPT1A;PPARA;MTTP	9	0.7038251966533995	-0.03644789382815361	-0.14931516349315643
VLP121_A_C3	VLP121_A	F4	steatosis_associated	PLIN2;CIDEC;CIDEA;SCD;FABP1;CD36;DGAT2	PLIN2;SCD;CD36;DGAT2	4	0.777847066765216	-0.2522779703140259	-0.29120567440986633
VLP121_A_C3	VLP121_A	F4	inflammation	CCL2;CXCL8;IL1B;TNF;NFKBIA;S100A8;S100A9;LYZ;CD74	CCL2;NFKBIA;S100A9;LYZ	4	0.6697126682782817	0.16094395518302917	-0.013606802560389042
VLP121_A_C3	VLP121_A	F4	extracellular_matrix_fibrosis	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;SPP1;CXCL12;ACTA2;TAGLN	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;CXCL12;ACTA2;TAGLN	10	0.9289853782234541	0.2645723521709442	0.10961461067199707
VLP121_A_C3	VLP121_A	F4	hepatocyte_zonation	CYP2E1;CYP3A4;GLUL;AXIN2;HAL;CPS1;ASS1;PCK1;G6PC;TAT	CYP3A4;GLUL;HAL;CPS1;ASS1;PCK1;G6PC;TAT	8	0.8967609547541212	-0.4288678467273712	-0.4663119316101074
VLP121_A_C4	VLP121_A	F4	lipid_metabolic_reprogramming	ACACA;FASN;SCD;DGAT2;PNPLA3;PLIN2;CD36;CPT1A;PPARA;APOB;MTTP	ACACA;FASN;SCD;DGAT2;PLIN2;CD36;CPT1A;PPARA;MTTP	9	0.4746440117462388	0.36865055561065674	-0.07355770468711853
VLP121_A_C4	VLP121_A	F4	steatosis_associated	PLIN2;CIDEC;CIDEA;SCD;FABP1;CD36;DGAT2	PLIN2;SCD;CD36;DGAT2	4	0.5285220200931174	0.08736776560544968	-0.13851220905780792
VLP121_A_C4	VLP121_A	F4	inflammation	CCL2;CXCL8;IL1B;TNF;NFKBIA;S100A8;S100A9;LYZ;CD74	CCL2;NFKBIA;S100A9;LYZ	4	0.5074508506028029	0.22905831038951874	0.02930261194705963
VLP121_A_C4	VLP121_A	F4	extracellular_matrix_fibrosis	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;SPP1;CXCL12;ACTA2;TAGLN	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;CXCL12;ACTA2;TAGLN	10	0.8833015237661708	0.3480472266674042	0.09209366142749786
VLP121_A_C4	VLP121_A	F4	hepatocyte_zonation	CYP2E1;CYP3A4;GLUL;AXIN2;HAL;CPS1;ASS1;PCK1;G6PC;TAT	CYP3A4;GLUL;HAL;CPS1;ASS1;PCK1;G6PC;TAT	8	0.839879898486577	0.046280112117528915	-0.3093278110027313
VLP121_D_C1	VLP121_D	F4	lipid_metabolic_reprogramming	ACACA;FASN;SCD;DGAT2;PNPLA3;PLIN2;CD36;CPT1A;PPARA;APOB;MTTP	ACACA;FASN;SCD;DGAT2;PLIN2;CD36;CPT1A;PPARA;MTTP	9	0.5629330688176208	0.06630893796682358	-0.14560899138450623
VLP121_D_C1	VLP121_D	F4	steatosis_associated	PLIN2;CIDEC;CIDEA;SCD;FABP1;CD36;DGAT2	PLIN2;SCD;CD36;DGAT2	4	0.5678141883247032	-0.12661370635032654	-0.28375929594039917
VLP121_D_C1	VLP121_D	F4	inflammation	CCL2;CXCL8;IL1B;TNF;NFKBIA;S100A8;S100A9;LYZ;CD74	CCL2;NFKBIA;S100A9;LYZ	4	0.5670165590488306	0.045457109808921814	-0.0421847328543663
VLP121_D_C1	VLP121_D	F4	extracellular_matrix_fibrosis	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;SPP1;CXCL12;ACTA2;TAGLN	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;CXCL12;ACTA2;TAGLN	10	0.7161599836576887	0.3262825310230255	0.08279409259557724
VLP121_D_C1	VLP121_D	F4	hepatocyte_zonation	CYP2E1;CYP3A4;GLUL;AXIN2;HAL;CPS1;ASS1;PCK1;G6PC;TAT	CYP3A4;GLUL;HAL;CPS1;ASS1;PCK1;G6PC;TAT	8	0.6964755269264732	-0.5433480739593506	-0.5224093794822693
VLP121_D_C2	VLP121_D	F0	lipid_metabolic_reprogramming	ACACA;FASN;SCD;DGAT2;PNPLA3;PLIN2;CD36;CPT1A;PPARA;APOB;MTTP	ACACA;FASN;SCD;DGAT2;PLIN2;CD36;CPT1A;PPARA;MTTP	9	0.5557484410630216	0.24687901139259338	-0.12417667359113693
VLP121_D_C2	VLP121_D	F0	steatosis_associated	PLIN2;CIDEC;CIDEA;SCD;FABP1;CD36;DGAT2	PLIN2;SCD;CD36;DGAT2	4	0.5892143606800672	0.06571540236473083	-0.2526501417160034
VLP121_D_C2	VLP121_D	F0	inflammation	CCL2;CXCL8;IL1B;TNF;NFKBIA;S100A8;S100A9;LYZ;CD74	CCL2;NFKBIA;S100A9;LYZ	4	0.5645963013092544	-0.0019649669993668795	-0.05153556540608406
VLP121_D_C2	VLP121_D	F0	extracellular_matrix_fibrosis	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;SPP1;CXCL12;ACTA2;TAGLN	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;CXCL12;ACTA2;TAGLN	10	0.7897544900297528	-0.05259999632835388	-0.025916319340467453
VLP121_D_C2	VLP121_D	F0	hepatocyte_zonation	CYP2E1;CYP3A4;GLUL;AXIN2;HAL;CPS1;ASS1;PCK1;G6PC;TAT	CYP3A4;GLUL;HAL;CPS1;ASS1;PCK1;G6PC;TAT	8	0.6059340998614045	0.11622240394353867	-0.4143439829349518
VLP121_D_C3	VLP121_D	F0	lipid_metabolic_reprogramming	ACACA;FASN;SCD;DGAT2;PNPLA3;PLIN2;CD36;CPT1A;PPARA;APOB;MTTP	ACACA;FASN;SCD;DGAT2;PLIN2;CD36;CPT1A;PPARA;MTTP	9	0.370220504712749	0.45506545901298523	-0.10549448430538177
VLP121_D_C3	VLP121_D	F0	steatosis_associated	PLIN2;CIDEC;CIDEA;SCD;FABP1;CD36;DGAT2	PLIN2;SCD;CD36;DGAT2	4	0.44873005206431155	0.32483354210853577	-0.2205996811389923
VLP121_D_C3	VLP121_D	F0	inflammation	CCL2;CXCL8;IL1B;TNF;NFKBIA;S100A8;S100A9;LYZ;CD74	CCL2;NFKBIA;S100A9;LYZ	4	0.5674851716234548	0.02873384580016136	-0.08271773904561996
VLP121_D_C3	VLP121_D	F0	extracellular_matrix_fibrosis	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;SPP1;CXCL12;ACTA2;TAGLN	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;CXCL12;ACTA2;TAGLN	10	0.6041673763561255	-0.019731372594833374	0.013235198333859444
VLP121_D_C3	VLP121_D	F0	hepatocyte_zonation	CYP2E1;CYP3A4;GLUL;AXIN2;HAL;CPS1;ASS1;PCK1;G6PC;TAT	CYP3A4;GLUL;HAL;CPS1;ASS1;PCK1;G6PC;TAT	8	0.48663896519176425	-0.13862092792987823	-0.36801499128341675
VLP121_D_C4	VLP121_D	F3b	lipid_metabolic_reprogramming	ACACA;FASN;SCD;DGAT2;PNPLA3;PLIN2;CD36;CPT1A;PPARA;APOB;MTTP	ACACA;FASN;SCD;DGAT2;PLIN2;CD36;CPT1A;PPARA;MTTP	9	0.6206614524674	0.3147273659706116	-0.13146302103996277
VLP121_D_C4	VLP121_D	F3b	steatosis_associated	PLIN2;CIDEC;CIDEA;SCD;FABP1;CD36;DGAT2	PLIN2;SCD;CD36;DGAT2	4	0.7486283390233603	0.1779908686876297	-0.26598188281059265
VLP121_D_C4	VLP121_D	F3b	inflammation	CCL2;CXCL8;IL1B;TNF;NFKBIA;S100A8;S100A9;LYZ;CD74	CCL2;NFKBIA;S100A9;LYZ	4	0.48808442083206793	0.1599499136209488	0.0038109440356492996
VLP121_D_C4	VLP121_D	F3b	extracellular_matrix_fibrosis	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;SPP1;CXCL12;ACTA2;TAGLN	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;CXCL12;ACTA2;TAGLN	10	0.7535890401420507	0.48268115520477295	0.1393400877714157
VLP121_D_C4	VLP121_D	F3b	hepatocyte_zonation	CYP2E1;CYP3A4;GLUL;AXIN2;HAL;CPS1;ASS1;PCK1;G6PC;TAT	CYP3A4;GLUL;HAL;CPS1;ASS1;PCK1;G6PC;TAT	8	0.705880441855221	-0.5928454399108887	-0.5395267605781555
VLP121_D_C5	VLP121_D	F3b	lipid_metabolic_reprogramming	ACACA;FASN;SCD;DGAT2;PNPLA3;PLIN2;CD36;CPT1A;PPARA;APOB;MTTP	ACACA;FASN;SCD;DGAT2;PLIN2;CD36;CPT1A;PPARA;MTTP	9	0.4610542785966985	0.3247426152229309	-0.13313384354114532
VLP121_D_C5	VLP121_D	F3b	steatosis_associated	PLIN2;CIDEC;CIDEA;SCD;FABP1;CD36;DGAT2	PLIN2;SCD;CD36;DGAT2	4	0.6004292859014518	0.1692919135093689	-0.2704041004180908
VLP121_D_C5	VLP121_D	F3b	inflammation	CCL2;CXCL8;IL1B;TNF;NFKBIA;S100A8;S100A9;LYZ;CD74	CCL2;NFKBIA;S100A9;LYZ	4	0.47312197912249837	0.0867038294672966	-0.028884951025247574
VLP121_D_C5	VLP121_D	F3b	extracellular_matrix_fibrosis	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;SPP1;CXCL12;ACTA2;TAGLN	COL1A1;COL1A2;COL3A1;DCN;LUM;TIMP1;MMP2;CXCL12;ACTA2;TAGLN	10	0.8262967984041073	0.238589808344841	0.009704695083200932
VLP121_D_C5	VLP121_D	F3b	hepatocyte_zonation	CYP2E1;CYP3A4;GLUL;AXIN2;HAL;CPS1;ASS1;PCK1;G6PC;TAT	CYP3A4;GLUL;HAL;CPS1;ASS1;PCK1;G6PC;TAT	8	0.7162480563249133	-0.4696081876754761	-0.450263649225235
