fold	cohort	observed	null_mean	null_ci_low	null_ci_high	empirical_p	permutations
B	full	0.6196155894705728	0.47313394134995784	0.4704753592047296	0.4755926576567899	0.009900990099009901	100
B	shared	0.6180852453736199	0.4731658932571505	0.4703329591220544	0.47601583062854397	0.009900990099009901	100
B	disjoint	0.624934739009537	0.4725662303452129	0.467170891529674	0.47848394171722175	0.009900990099009901	100
