extension	setting	stage	source_embryo	direction	frozen_ridge	frozen_gain	rank	gene_index	gene	marginal_residual_pearson_gain	expected_source_cv_residual_pearson	coverage_mean_max_squared_correlation	redundancy_mean_pairwise_squared_correlation	max_abs_correlation_to_previous	genes_helped_count	genes_evaluated_count	top_supported_genes	coordinate_key	source_cells	selector_sample_cells	status	not_primary_panel	budget
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	32	295	nr2f2	0.002285158862118386	0.411015474697651	0.21852615167531703	0.0273448587096819	0.13457960944839695	299	463	her2,si:dkey-108k21.14,nkx1.2la,axin2,igfbp1a,pax6a,si:dkey-261m9.12,ripply1,rxrgb,skila	global_sphere	17945	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	1	390	six4a	0.2174918160384974	0.07653281859691949	0.04229771963533881	0.0	0.0	480	494	fn1b,foxc1a,msgn1,tbx16,efemp2b,meox1,her1,pcdh8,tbx6,tbx16l	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	2	329	prmt1	0.04986863771732411	0.1264014563142436	0.0569908904630942	0.016099285619690325	0.12688296032048718	419	493	rbm4.3,rbbp4,rrbp1b,si:ch211-113a14.12,etv4,tuba8l4,nap1l1,ncapd2,nop58,tgif1	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	3	360	rrbp1b	0.037489413312524256	0.16389086962676785	0.07887701346440522	0.06350782031452505	0.35243802709069577	368	492	foxa3,atp2b1a,gata6,cst3,lamp2,foxa2,gata5,aldob,hdlbpa,mcama	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	4	298	nsd2	0.027454335497333004	0.19134520512410086	0.09536031967201414	0.07747054365630542	0.3824559038434102	374	491	si:dkey-108k21.14,uhrf1,nasp,rrm2,si:dkey-261m9.12,mcm7,mcm4,ccnf,mcm2,supt16h	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	5	440	tfap2a	0.026730694435926905	0.21807589956002776	0.11304840985761427	0.06376626369559756	0.2749002109000994	372	490	dlx3b,tfap2c,foxd3,sox10,krt99,tp63,cdh1,msx3,gata2a,krt4	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	6	403	sox11a	0.014445837842494758	0.23252173740252252	0.12002338241101035	0.08144308571198726	0.5597237340692908	347	489	tuba1a,foxd5,sp8b,chrd,elavl3,sox19a,fgf8a,zswim5,fscn1a,sox2	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	7	58	cenpf	0.01312331205363626	0.24564504945615878	0.12426742746932544	0.06421232510791872	0.22037377382497142	341	488	aspm,cdc14b,aurkb,dlgap5,mki67,tuba8l,tpx2,cdca8,ccnf,tubb2b	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	8	53	cdh6	0.008732330574632796	0.2543773800307916	0.12633228108450714	0.04975777263561759	0.1561245019337709	335	487	zic2b,gata5,gata6,kdrl,cst3,zic3,foxd5,zeb1a,casz1,raraa	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	9	286	nid2a	0.00792618275113638	0.26230356278192796	0.1329685032418931	0.05782457549682887	0.4588709062714131	343	486	lamc1,lamb1a,fn1a,emx3,rx3,six4b,si:dkey-261h17.1,mab21l2,aplnra,tbxta	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	10	141	foxd5	0.00885699155986508	0.27116055434179304	0.13590497923867081	0.05080415928685371	0.27610260959654953	305	485	fgf8a,dmd,wnt8a,zic2b,kdrl,crabp2b,dact2,efnb2a,rreb1b,arl4ab	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	11	230	lbx2	0.008607157188129044	0.2797677115299221	0.13855090981632429	0.046600795969004294	0.3277761920500344	360	484	lhx1a,tbxtb,lmo2,pax2a,etv2,bmp7a,drll.2,tbxta,gfi1aa,fn1b	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	12	478	zeb1b	0.005466476455313951	0.28523418798523603	0.14153209417351398	0.05250722839296347	0.434502162324765	332	483	grhl2b,efnb2b,zeb1a,zic2b,adka,zeb2a,pax3a,meis3,foxn2b,trps1	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	13	301	olig4	0.007606877314245364	0.2928410652994814	0.14343352483100505	0.047541222125284	0.26533470804082687	301	482	epha2a,zic2a,chrd,sox19a,pax3a,msx1b,cdx4,elavl3,gbx1,arl4ab	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	14	74	cst3	0.003938370417444936	0.29677943571692633	0.14603229208350804	0.04533965355579629	0.4088636121346606	294	481	gapdh,aldob,gata6,atp2b1a,lamp2,adka,snai1a,ccng1,bcl2l1,klf3	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	15	102	efnb2a	0.004822976211612762	0.3016024119285391	0.14901916153768108	0.03975484806219933	0.10705320593585162	309	480	si:dkey-108k21.21,her6,rx3,foxg1a,mab21l2,flrt3,rpl31,esrra,foxp1b,otx2b	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	16	427	tbx16l	0.004908051964974347	0.30651046389351344	0.1586899151343636	0.041459420806856766	0.4711359563856266	292	479	msgn1,tbx16,nrarpa,her12,her7,her1,crabp2b,akap12b,dld,pcdh8	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	17	273	myclb	0.004493455396944679	0.3110039192904581	0.16108379919003474	0.04079200969140698	0.3565746882268521	255	478	elavl3,cdx4,cdkn1ca,srrm4,her12,sp5l,cxcr4a,ephb3a,raraa,hoxb1b	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	18	166	gpr137bb	0.0038897446803618507	0.31489366397081997	0.16310236257322633	0.037594278186673075	0.2408366813694256	279	477	frmd4ba,arhgap5,sox3,gata3,szl,nrarpa,f11r.1,foxb1a,fezf2,sox17	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	19	323	pmp22b	0.0012301968463808155	0.3161238608172008	0.16557834935811755	0.03510224429238673	0.26276030312515036	269	476	tbxta,twist2,shha,lhx1a,foxa,sall3b,creb3l1,ntd5,tbxtb,fbln2	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	20	335	raraa	0.0013489114855153583	0.31747277230271614	0.16976888058178835	0.03639374791629777	0.46592759855854154	273	475	hoxb1b,hoxc3a,hoxb9a,uncx4.1,etv5b,foxh1,foxg1a,zic3,ved,osr1	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	21	105	eif3ea	0.0022774473372277892	0.31975021963994393	0.17162517793176935	0.03418544228121152	0.38717822443510924	308	474	rpl5a,rps3,rpl4,rpl31,rbmx,rbm7,rac1a,rpl19,rpl10,otx2b	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	22	309	pax6b	0.002723254144846088	0.32247347378479	0.1743143120563474	0.03453239518110562	0.35391796537067105	293	473	pax6a,six7,irx3a,zic3,sp8b,meis2a,her9,itga6a,foxb1a,otx1	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	23	382	si:dkey-108k21.14	0.0018100203963592465	0.32428349418114927	0.17702439812540183	0.03313011332901658	0.3309449210586754	289	472	si:dkey-261m9.12,rrm2,ccnf,si:ch211-113a14.12,her2,si:ch211-161h7.4,kif15,dynll2b,tuba8l,tubb2b	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	24	242	lratb.1	0.0014588075879745643	0.32574230176912383	0.17893390463877915	0.031388247593098176	0.23493487589177167	251	471	gapdh,vent,rdh10b,adka,fzd7a,mdm2,syne2b,tuba8l4,otx2a,lhx5	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	25	162	gfi1aa	0.002024372067409075	0.3277666738365329	0.18091729537488901	0.029130219178529242	0.16024914663593035	252	470	etv2,lmo2,tbxtb,tbxta,drll.2,kdrl,nr6a1a,cldnd,her5,cnmd	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	26	444	tmed10	0.0015030603611935756	0.3292697341977265	0.18285644627801473	0.027667215413737345	0.2098098137378453	321	469	epcam,dynll1,csrp1a,hdlbpa,arf5,arl4aa,oclna,cth1,lratd1,lgals3b	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	27	465	ved	0.0012078192196506854	0.33047755341737717	0.1858350253983303	0.028071985461106015	0.41044491390614646	283	468	bmp7a,bambia,bmp4,szl,fzd7a,tagln2,gata3,sdc4,crabp2b,bmp2b	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	28	142	foxg1a	0.002020903340273328	0.3324984567576505	0.18832359924387335	0.026982934483279195	0.2613401475060696	275	467	emx3,dynll1,cldnd,ephb3a,sox32,otx2b,CU570769.1,mespaa,her6,etv5a	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	29	269	msx3	0.0010629923447854073	0.3335614491024359	0.19027767406811272	0.025815287671567145	0.32735963349145264	286	466	sox10,foxd3,zic3,meis3,efna1a,sp8b,foxb1b,foxh1,emx2,foxb1a	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	30	126	fezf2	0.001955065785603838	0.33551651488803974	0.19301136560372317	0.025399168070401677	0.40789619101142527	258	465	emx3,mab21l2,lhx5,epha2a,cxcr4a,sox3,fzd8a,prickle1b,lft1,notch1a	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	31	256	meis1b	0.001310444725006965	0.3368269596130467	0.19530604880723276	0.02506298413242107	0.32421647297001777	276	464	mab21l2,fzd7a,meis2a,her5,rx3,mych,gli2a,ets2,pcdh10b,otx1	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	32	220	klf8	0.0011269549631112707	0.337953914576158	0.19719748335433349	0.02462172734448739	0.2549981404000545	287	463	esrra,otx2b,notch1a,her6,bmp4,foxp2,arl4d,pitx2,dld,zeb2b	spatial	22475	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	1	397	snai1a	0.2663645233608377	0.08218067385787697	0.043662135812734364	0.0	0.0	476	494	alcamb,efemp2b,foxc1a,gata6,tfap2c,unc5b,si:dkey-261h17.1,fn1b,pcdh8,msx1b	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	2	440	tfap2a	0.061255271136938266	0.14343594499481524	0.07052829636405754	0.018581908560038718	0.13631547439685165	390	493	prmt1,sox10,krt18a.1,krt8,msx3,cdh1,rpl10,grhl2b,dlx3b,tp63	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	3	452	tuba1a	0.034518642586746	0.17795458758156124	0.08804047754086544	0.07475985511557177	0.4274824177494508	373	492	fscn1a,hoxb9a,hoxc3a,hoxb1b,elavl3,zswim5,sox19a,sox11a,rab11fip4a,tshz3b	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	4	130	fn1b	0.01891810039259545	0.1968726879741567	0.10495995097881353	0.10668922978450333	0.4364884571106207	351	491	lmnb1,dld,nrarpa,efemp2b,uncx4.1,lbx2,tbx6,six4a,dkc1,meis3	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	5	360	rrbp1b	0.016743669381650284	0.21361635735580697	0.11825441064481898	0.0935200859746665	0.37394671902477516	319	490	tram1,xbp1,creb3l2,atf6,shha,hdlbpa,klf3,nog1,pitx2,foxo1a	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	6	58	cenpf	0.020493937781971255	0.23411029513777823	0.12369626184559156	0.06877346672838267	0.2178482324777888	327	489	aspm,cdc14b,mki67,dlgap5,aurkb,tpx2,cdca8,ccnf,tuba8l,ncapd2	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	7	6	akap12b	0.009328577061545634	0.24343887219932386	0.12846691440114855	0.06718121079934572	0.44147381162170424	313	488	arl4ab,foxd5,foxh1,nog1,rac1a,bmp7a,kirrel3l,irx5a,pbx1b,tbxta	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	8	53	cdh6	0.010870631231574723	0.2543095034308986	0.13052166033101775	0.056112720685326536	0.2950710567822931	337	487	zswim5,sox17,irx5a,emx3,ca9,zic2b,aldob,fscn1a,mcama,zeb1a	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	9	298	nsd2	0.00754527137575739	0.261854774806656	0.1380331783540174	0.06593569580975375	0.5645336655712344	351	486	rrm2,uhrf1,nasp,si:dkey-261m9.12,si:dkey-108k21.14,mcm7,mcm4,chaf1a,mcm2,supt16h	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	10	129	fn1a	0.009670593610489941	0.2715253684171459	0.14368672450214787	0.07489680184985326	0.5134445722512849	318	485	aplnra,lmo4a,nid2a,lamc1,wnt11f2,rps3,pax3a,snai2,erf,pcdh10b	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	11	124	f11r.1	0.005483864270574013	0.27700923268771993	0.14562404321613923	0.07076326334986727	0.39792949347238205	346	484	zgc:175088,rplp0,eppk1,rps6,krt18a.1,krt4,perp,itgb5,rplp2l,krt99	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	12	327	prdm1a	0.006490397447293184	0.2834996301350131	0.1477917747448318	0.06476629755273876	0.3133924058965916	271	483	dmd,cdkn1ca,foxd5,epha2a,meis1b,arl4ab,casz1,myod1,efna1a,pitx2	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	13	427	tbx16l	0.005930501693470203	0.2894301318284833	0.15300847833953862	0.07092670279191796	0.5993291170404342	328	482	msgn1,foxd5,nrarpa,tbx16,fgf8a,crabp2b,her7,her12,ptp4a2b,her1	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	14	214	kirrel3l	0.004721105170256368	0.2941512369987397	0.155236297752641	0.06258233960871007	0.2249213881151172	260	481	uncx4.1,nog1,efnb2a,sp5a,hoxb1b,rpl31,admp,dbx1a,nr2f2,nrarpa	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	15	488	zic3	0.004116557450449809	0.2982677944491895	0.1575919279892932	0.05649253843628124	0.3089683297255935	289	480	zic2b,msx3,zic2a,pax3a,foxb1a,rps3,foxb1b,otx2b,epha2a,rpl6	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	16	114	ephb3a	0.005005322629972775	0.30327311707916227	0.1593403345324846	0.0525439011492966	0.4379960568000873	329	479	rps3,gli1,myclb,prmt1,rpl4,pitx2,eif3ea,rpl5a,sall1a,bhlha15	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	17	365	rx3	0.0028653672584615375	0.3061384843376238	0.1628618664304328	0.04718018181256891	0.17735506020181221	290	478	mab21l2,six7,cxcr4a,fezf2,otx2b,efnb2a,nr2f2,rreb1b,emx3,sox5	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	18	382	si:dkey-108k21.14	0.0035006241450902253	0.30963910848271403	0.165711105942174	0.0437562252395396	0.36092207325729336	320	477	si:dkey-261m9.12,rrm2,ccnf,si:ch211-113a14.12,tuba8l,si:ch211-161h7.4,her2,cdt1,kif15,unga	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	19	410	sox32	0.0034943903810474852	0.3131334988637615	0.1684537334393011	0.039524642725412173	0.11002814743329364	249	476	nanos3,ddx4,dynll1,rpl10,cnmd,rbm4.3,msgn1,apoc1,rpl31,nr6a1a	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	20	240	lmo2	0.00392067978997418	0.3170541786537357	0.1713624449616912	0.03641403707563799	0.22077103862833383	241	475	etv2,gfi1aa,gata2a,kdrl,lbx2,aplnrb,drll.2,pax2a,fscn1a,wnt8a	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	21	293	notch1a	0.005224023888360019	0.3222782025420957	0.17389959198780738	0.037593059447423555	0.436270116637207	291	474	dld,epha2a,fezf2,arl4d,zswim5,btg2,srrm4,sox11b,her12,her9	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	22	206	itga6a	0.0030204340632632998	0.325298636605359	0.17600544451356734	0.037494891374220234	0.35988214245994943	314	473	epha2a,irx1b,tbxta,six7,twist2,sall3b,shha,zeb2a,dync1li1,admp	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	23	74	cst3	0.002987978022012172	0.3282866146273712	0.17924600135937183	0.03871560352905769	0.5226614231292619	328	472	aldob,ccng1,atp2b1a,gata6,gapdh,lamp2,gmnn,her6,dmd,adka	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	24	81	dact2	0.0029055823160418215	0.331192196943413	0.18187100786548668	0.03852859805861117	0.40318790764765783	257	471	tbx1,prickle1b,osr1,cxcr4a,foxd5,mycn,hoxb1b,nr2f2,sept9a,lima1a	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	25	61	chrd	0.0017774714797647584	0.33296966842317777	0.18377026668446664	0.03821993928065064	0.3957059415676803	316	470	ackr3b,sp8b,tbxta,zic2a,olig4,sox19a,tbxtb,kank1a,fgf8a,foxp1b	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	26	306	pax2a	0.0037629689179826675	0.33673263734116043	0.18610969846925027	0.03578823083297037	0.16409960698978937	281	469	flrt3,her5,lhx1a,grhl2b,etv4,emx2,lbx2,prickle1b,lmo4a,pcdh7b	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	27	111	emx3	0.0024614474053592517	0.3391940847465197	0.18848155897860475	0.03355730394441988	0.14787590196922523	280	468	fezf2,foxg1a,sp8b,mespaa,prmt1,fzd8a,cnmd,rnd1b,rps3,si:dkey-108k21.21	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	28	346	ripply1	0.0031861757549395686	0.34238026050145925	0.19085260974116527	0.03247777177131081	0.33914674583137894	304	467	kazald2,foxd5,rasgef1ba,meox1,nog1,cdx4,dmd,efnb2a,foxc1a,fgf8a	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	29	465	ved	0.001160207678827796	0.34354046818028705	0.1945858314158043	0.032782995494509935	0.41356546708253145	251	466	szl,bambia,crabp2b,sdc4,gata3,rplp0,bmp7a,ets2,tagln2,nop58	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	30	122	etv5b	0.00236097081215636	0.3459014389924434	0.19734159629431955	0.031740496507590435	0.24377529274314508	295	465	etv4,etv5a,erf,sdc4,gata3,rrp8,brd2a,shha,plagl2,chst11	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	31	258	meis3	0.00211619237179439	0.3480176313642378	0.20028792244473542	0.030947954925312465	0.32801842032803047	293	464	pbx1b,meis2a,znf1004,dkc1,foxh1,gcm2,nop58,pcdh10b,nrarpa,rxraa	spatial	25858	5000	post-hoc experimental-design extension	True	32
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	32	207	itgb5	0.002599264225374376	0.3506168955896122	0.20217258871711596	0.029973511033100288	0.2597889820674551	291	463	rps6,zgc:175088,tuba8l,map2k6,perp,rplp0,krt99,eppk1,rplp2l,oclna	spatial	25858	5000	post-hoc experimental-design extension	True	32
