extension	setting	stage	source_embryo	direction	frozen_ridge	frozen_gain	rank	gene_index	gene	marginal_residual_pearson_gain	expected_source_cv_residual_pearson	coverage_mean_max_squared_correlation	redundancy_mean_pairwise_squared_correlation	max_abs_correlation_to_previous	genes_helped_count	genes_evaluated_count	top_supported_genes	coordinate_key	source_cells	selector_sample_cells	status	not_primary_panel	budget
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	10	141	foxd5	0.00885699155986508	0.27116055434179304	0.13590497923867081	0.05080415928685371	0.27610260959654953	305	485	fgf8a,dmd,wnt8a,zic2b,kdrl,crabp2b,dact2,efnb2a,rreb1b,arl4ab	spatial	22475	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	11	230	lbx2	0.008607157188129044	0.2797677115299221	0.13855090981632429	0.046600795969004294	0.3277761920500344	360	484	lhx1a,tbxtb,lmo2,pax2a,etv2,bmp7a,drll.2,tbxta,gfi1aa,fn1b	spatial	22475	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	12	478	zeb1b	0.005466476455313951	0.28523418798523603	0.14153209417351398	0.05250722839296347	0.434502162324765	332	483	grhl2b,efnb2b,zeb1a,zic2b,adka,zeb2a,pax3a,meis3,foxn2b,trps1	spatial	22475	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	13	301	olig4	0.007606877314245364	0.2928410652994814	0.14343352483100505	0.047541222125284	0.26533470804082687	301	482	epha2a,zic2a,chrd,sox19a,pax3a,msx1b,cdx4,elavl3,gbx1,arl4ab	spatial	22475	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	14	74	cst3	0.003938370417444936	0.29677943571692633	0.14603229208350804	0.04533965355579629	0.4088636121346606	294	481	gapdh,aldob,gata6,atp2b1a,lamp2,adka,snai1a,ccng1,bcl2l1,klf3	spatial	22475	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	15	102	efnb2a	0.004822976211612762	0.3016024119285391	0.14901916153768108	0.03975484806219933	0.10705320593585162	309	480	si:dkey-108k21.21,her6,rx3,foxg1a,mab21l2,flrt3,rpl31,esrra,foxp1b,otx2b	spatial	22475	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	16	427	tbx16l	0.004908051964974347	0.30651046389351344	0.1586899151343636	0.041459420806856766	0.4711359563856266	292	479	msgn1,tbx16,nrarpa,her12,her7,her1,crabp2b,akap12b,dld,pcdh8	spatial	22475	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	1	397	snai1a	0.2663645233608377	0.08218067385787697	0.043662135812734364	0.0	0.0	476	494	alcamb,efemp2b,foxc1a,gata6,tfap2c,unc5b,si:dkey-261h17.1,fn1b,pcdh8,msx1b	spatial	25858	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	2	440	tfap2a	0.061255271136938266	0.14343594499481524	0.07052829636405754	0.018581908560038718	0.13631547439685165	390	493	prmt1,sox10,krt18a.1,krt8,msx3,cdh1,rpl10,grhl2b,dlx3b,tp63	spatial	25858	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	3	452	tuba1a	0.034518642586746	0.17795458758156124	0.08804047754086544	0.07475985511557177	0.4274824177494508	373	492	fscn1a,hoxb9a,hoxc3a,hoxb1b,elavl3,zswim5,sox19a,sox11a,rab11fip4a,tshz3b	spatial	25858	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	4	130	fn1b	0.01891810039259545	0.1968726879741567	0.10495995097881353	0.10668922978450333	0.4364884571106207	351	491	lmnb1,dld,nrarpa,efemp2b,uncx4.1,lbx2,tbx6,six4a,dkc1,meis3	spatial	25858	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	5	360	rrbp1b	0.016743669381650284	0.21361635735580697	0.11825441064481898	0.0935200859746665	0.37394671902477516	319	490	tram1,xbp1,creb3l2,atf6,shha,hdlbpa,klf3,nog1,pitx2,foxo1a	spatial	25858	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	6	58	cenpf	0.020493937781971255	0.23411029513777823	0.12369626184559156	0.06877346672838267	0.2178482324777888	327	489	aspm,cdc14b,mki67,dlgap5,aurkb,tpx2,cdca8,ccnf,tuba8l,ncapd2	spatial	25858	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	7	6	akap12b	0.009328577061545634	0.24343887219932386	0.12846691440114855	0.06718121079934572	0.44147381162170424	313	488	arl4ab,foxd5,foxh1,nog1,rac1a,bmp7a,kirrel3l,irx5a,pbx1b,tbxta	spatial	25858	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	8	53	cdh6	0.010870631231574723	0.2543095034308986	0.13052166033101775	0.056112720685326536	0.2950710567822931	337	487	zswim5,sox17,irx5a,emx3,ca9,zic2b,aldob,fscn1a,mcama,zeb1a	spatial	25858	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	9	298	nsd2	0.00754527137575739	0.261854774806656	0.1380331783540174	0.06593569580975375	0.5645336655712344	351	486	rrm2,uhrf1,nasp,si:dkey-261m9.12,si:dkey-108k21.14,mcm7,mcm4,chaf1a,mcm2,supt16h	spatial	25858	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	10	129	fn1a	0.009670593610489941	0.2715253684171459	0.14368672450214787	0.07489680184985326	0.5134445722512849	318	485	aplnra,lmo4a,nid2a,lamc1,wnt11f2,rps3,pax3a,snai2,erf,pcdh10b	spatial	25858	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	11	124	f11r.1	0.005483864270574013	0.27700923268771993	0.14562404321613923	0.07076326334986727	0.39792949347238205	346	484	zgc:175088,rplp0,eppk1,rps6,krt18a.1,krt4,perp,itgb5,rplp2l,krt99	spatial	25858	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	12	327	prdm1a	0.006490397447293184	0.2834996301350131	0.1477917747448318	0.06476629755273876	0.3133924058965916	271	483	dmd,cdkn1ca,foxd5,epha2a,meis1b,arl4ab,casz1,myod1,efna1a,pitx2	spatial	25858	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	13	427	tbx16l	0.005930501693470203	0.2894301318284833	0.15300847833953862	0.07092670279191796	0.5993291170404342	328	482	msgn1,foxd5,nrarpa,tbx16,fgf8a,crabp2b,her7,her12,ptp4a2b,her1	spatial	25858	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	14	214	kirrel3l	0.004721105170256368	0.2941512369987397	0.155236297752641	0.06258233960871007	0.2249213881151172	260	481	uncx4.1,nog1,efnb2a,sp5a,hoxb1b,rpl31,admp,dbx1a,nr2f2,nrarpa	spatial	25858	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	15	488	zic3	0.004116557450449809	0.2982677944491895	0.1575919279892932	0.05649253843628124	0.3089683297255935	289	480	zic2b,msx3,zic2a,pax3a,foxb1a,rps3,foxb1b,otx2b,epha2a,rpl6	spatial	25858	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	16	114	ephb3a	0.005005322629972775	0.30327311707916227	0.1593403345324846	0.0525439011492966	0.4379960568000873	329	479	rps3,gli1,myclb,prmt1,rpl4,pitx2,eif3ea,rpl5a,sall1a,bhlha15	spatial	25858	5000	post-hoc experimental-design extension	True	16
