extension	setting	stage	source_embryo	direction	frozen_ridge	frozen_gain	anchor_a	anchor_b_conditioned	anchor_a_rank	anchor_b_rank	conditional_utility_median_residual_pearson	conditional_mse_improvement_median	fraction_genes_helped_conditionally	genes_evaluated	interpretation
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	sox10	perp	15	3	-3.2406517665006795e-05	-1.7176453117176416e-05	0.4822546972860125	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	sox10	mdm2	15	4	-3.053412778664111e-05	-1.859100185508389e-05	0.48434237995824636	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	sox10	tfap2c	15	5	1.6043168276802522e-05	-4.721217583610049e-06	0.5073068893528184	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	sox10	cxcr4a	15	6	-3.717381445200729e-05	-1.7975422393762264e-05	0.49269311064718163	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	sox10	dact2	15	7	-6.267300667883724e-06	-1.363234497153698e-05	0.4968684759916493	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	sox10	bmp7a	15	8	-3.1805232913906245e-05	-1.6409119225763158e-05	0.4822546972860125	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	sox10	efnb2a	15	9	1.1575628773574653e-06	-1.2644792388216697e-05	0.5010438413361169	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	sox10	foxd5	15	10	-4.147400488807573e-05	-1.9537584439288658e-05	0.48851774530271397	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	sox10	ppp1r7	15	11	6.760317167464613e-05	1.395527537972896e-06	0.5219206680584552	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	sox10	cfl1l	15	12	-1.1897112065062387e-05	-1.3454654206934702e-05	0.49269311064718163	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	sox10	cdx4	15	13	-2.780453262907212e-05	-1.688662630866533e-05	0.48851774530271397	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	sox10	hoxb1b	15	14	-1.794471808908016e-05	-1.5523298079828107e-05	0.49478079331941544	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	sox10	foxg1a	15	16	-2.0616992573996296e-05	-1.484196619992717e-05	0.49269311064718163	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	foxg1a	klf2a	16	1	0.00043887361452654705	7.81772960035676e-05	0.6242171189979123	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	foxg1a	gata5	16	2	0.00044642471831168873	9.037528213290402e-05	0.651356993736952	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	foxg1a	perp	16	3	0.0004923058580058315	8.814836776737528e-05	0.6430062630480167	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	foxg1a	mdm2	16	4	0.00044248906269067634	7.768791241097306e-05	0.6283924843423799	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	foxg1a	tfap2c	16	5	0.0004479238801951002	8.50449797025199e-05	0.6325678496868476	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	foxg1a	cxcr4a	16	6	0.0004063782102886604	7.813011429541605e-05	0.6242171189979123	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	foxg1a	dact2	16	7	0.00046669540182292524	7.75257639377136e-05	0.6346555323590815	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	foxg1a	bmp7a	16	8	0.00042031666973102455	8.130499841674244e-05	0.6325678496868476	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	foxg1a	efnb2a	16	9	0.0004785924747347514	8.898207058061214e-05	0.6304801670146137	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	foxg1a	foxd5	16	10	0.0004660354931983468	8.234818555433177e-05	0.6304801670146137	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	foxg1a	ppp1r7	16	11	0.0007117717485335406	0.0001694995757150486	0.6764091858037579	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	foxg1a	cfl1l	16	12	0.0004444688178160683	8.024164441480797e-05	0.6263048016701461	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	foxg1a	cdx4	16	13	0.0005323023465556576	0.00011056735635173176	0.6471816283924844	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	foxg1a	hoxb1b	16	14	0.0004855525697756158	9.473598114917436e-05	0.6221294363256785	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	foxg1a	sox10	16	15	0.00048563093053000106	8.965328339860523e-05	0.6325678496868476	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	krt4	gata5	1	2	0.0010347374233405926	0.0002539492661329801	0.651356993736952	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	krt4	snai2	1	3	0.00038461311996518255	9.056932493994863e-05	0.5845511482254697	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	krt4	mdm2	1	4	0.001219343894676428	0.0003002556601784945	0.6534446764091858	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	krt4	gata2a	1	5	0.0005486160021438424	9.104660854669655e-05	0.5803757828810021	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	krt4	vent	1	6	0.0003583425653021499	0.00010516804563215354	0.6033402922755741	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	krt4	krt8	1	7	0.0008640524662549831	0.00019923837267488143	0.651356993736952	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	krt4	si:ch211-113a14.12	1	8	0.0005286591396483908	0.00012350864025578723	0.5970772442588727	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	krt4	tfap2c	1	9	0.0004286467710926112	0.00010295049067599038	0.5970772442588727	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	krt4	oclna	1	10	0.00031558410778803614	6.248028837579911e-05	0.55741127348643	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	krt4	frmd4ba	1	11	0.0003788488357484021	8.123326998876745e-05	0.5615866388308977	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	krt4	dynll1	1	12	0.00041346237802497576	9.463097420792099e-05	0.5887265135699373	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	krt4	vgll4l	1	13	0.0006800601833221731	0.00015959555105544976	0.6304801670146137	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	krt4	nkx2.5	1	14	0.0006542154737819716	0.00017893158374299167	0.6012526096033403	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	krt4	cdx4	1	15	0.00038293856965232465	9.624206924607748e-05	0.5803757828810021	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	krt4	zgc:175088	1	16	0.0004729267774898349	0.00010440735469680051	0.5887265135699373	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata5	krt4	2	1	0.003278647853783123	0.0008607112157208441	0.7348643006263048	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata5	snai2	2	3	0.0030198286501762484	0.0007978388995600882	0.7244258872651357	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata5	mdm2	2	4	0.005018341876879995	0.0011935714064054137	0.7766179540709812	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata5	gata2a	2	5	0.0024937218919434123	0.0006372438544471892	0.7160751565762005	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata5	vent	2	6	0.0023723874880306473	0.0006509894131277172	0.7056367432150313	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata5	krt8	2	7	0.0026492017861148853	0.0007076049047247956	0.6993736951983298	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata5	si:ch211-113a14.12	2	8	0.002509345832973464	0.0007080721995981476	0.7286012526096033	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata5	tfap2c	2	9	0.002185923211690033	0.0005874011921819661	0.7056367432150313	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata5	oclna	2	10	0.0017828904184691297	0.0005027663088069123	0.6722338204592901	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata5	frmd4ba	2	11	0.004135637760381783	0.0009937231360411802	0.7306889352818372	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata5	dynll1	2	12	0.0021236903525745365	0.0005308268923675669	0.7014613778705637	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata5	vgll4l	2	13	0.0021180440805878	0.0005390790577328164	0.7056367432150313	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata5	nkx2.5	2	14	0.0023662410471746442	0.0005913259984599573	0.7244258872651357	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata5	cdx4	2	15	0.002140809272914823	0.0005737568150426808	0.7077244258872651	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata5	zgc:175088	2	16	0.0021161165669617565	0.0005530430984480028	0.7014613778705637	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	snai2	krt4	3	1	0.0015848210665891926	0.00043873990731657653	0.7077244258872651	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	snai2	gata5	3	2	0.002234509772533755	0.0005800691166900906	0.7286012526096033	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	snai2	mdm2	3	4	0.0015209929426316382	0.00046455225624492114	0.7077244258872651	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	snai2	gata2a	3	5	0.001537262303793585	0.00046471835876277234	0.7118997912317327	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	snai2	vent	3	6	0.0015759950920446464	0.0004503098416778206	0.6993736951983298	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	snai2	krt8	3	7	0.0018101328042702813	0.0005109713454466425	0.7056367432150313	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	snai2	si:ch211-113a14.12	3	8	0.0016036252644727744	0.00045524993197931796	0.7098121085594989	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	snai2	tfap2c	3	9	0.002373147948537546	0.0006478551066848581	0.697286012526096	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	snai2	oclna	3	10	0.0018267665763775365	0.0004620500620520218	0.7202505219206681	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	snai2	frmd4ba	3	11	0.00249973697667627	0.000686600879514776	0.7432150313152401	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	snai2	dynll1	3	12	0.0015756017042448667	0.00043927719403286103	0.6910229645093946	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	snai2	vgll4l	3	13	0.0019468449500282814	0.0005977179766902818	0.7411273486430062	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	snai2	nkx2.5	3	14	0.0016333574429746034	0.0004870782887930747	0.7118997912317327	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	snai2	cdx4	3	15	0.0017594394554169002	0.00045560455258952803	0.7098121085594989	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	snai2	zgc:175088	3	16	0.0016143841399549608	0.00048328838373340455	0.7181628392484343	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	mdm2	krt4	4	1	0.002124324657156673	0.000640939872349644	0.6993736951983298	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	mdm2	gata5	4	2	0.0029732538610458548	0.0009870770949299557	0.7494780793319415	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	mdm2	snai2	4	3	0.0012018464847467492	0.00034920051686621045	0.6367432150313153	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	mdm2	gata2a	4	5	0.001330274743590043	0.0003847411695059866	0.6450939457202505	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	mdm2	vent	4	6	0.0013398908953327071	0.00037781725577035186	0.6388308977035491	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	mdm2	krt8	4	7	0.002230322862741385	0.0006328754344377407	0.6784968684759917	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	mdm2	si:ch211-113a14.12	4	8	0.0018036517181661549	0.0005189865066382304	0.6722338204592901	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	mdm2	tfap2c	4	9	0.001258420969183327	0.0003815408120520225	0.6409185803757829	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	mdm2	oclna	4	10	0.0014199508554711415	0.0004571124965581652	0.6617954070981211	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	mdm2	frmd4ba	4	11	0.00138894835900516	0.0003614166585301781	0.6471816283924844	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	mdm2	dynll1	4	12	0.001469137737899029	0.00041357021430377117	0.6597077244258872	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	mdm2	vgll4l	4	13	0.0017445882858698192	0.0005217659349515957	0.6638830897703549	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	mdm2	nkx2.5	4	14	0.0016678676494684685	0.0004957063205145162	0.6764091858037579	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	mdm2	cdx4	4	15	0.0013221383220830552	0.0003570396967222389	0.6430062630480167	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	mdm2	zgc:175088	4	16	0.0013428156220360865	0.0003905326519932917	0.6430062630480167	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata2a	krt4	5	1	0.00012978440543015557	2.405136238586847e-05	0.524008350730689	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata2a	gata5	5	2	0.00018284453428152325	5.8293965646716295e-05	0.5407098121085595	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata2a	snai2	5	3	2.84506791301542e-05	2.727764410459521e-07	0.511482254697286	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata2a	mdm2	5	4	-3.345527990972208e-05	-1.1335044415916595e-05	0.49478079331941544	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata2a	vent	5	6	-4.251274204447597e-06	-7.839806514448044e-06	0.4989561586638831	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata2a	krt8	5	7	7.931750645628899e-05	1.2543153543820296e-05	0.5198329853862212	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata2a	si:ch211-113a14.12	5	8	8.83937487073938e-05	1.4557533352332896e-05	0.5156576200417536	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata2a	tfap2c	5	9	-5.9166158714041295e-05	-1.771739015816315e-05	0.48851774530271397	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata2a	oclna	5	10	7.518186861721343e-05	2.6383178599598267e-06	0.5156576200417536	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata2a	frmd4ba	5	11	5.569693636497952e-05	8.241934582486898e-06	0.5135699373695198	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata2a	dynll1	5	12	5.814801491144106e-05	1.5847226541576553e-06	0.511482254697286	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata2a	vgll4l	5	13	0.00021608910198456233	4.348458239900044e-05	0.5302713987473904	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata2a	nkx2.5	5	14	6.626239758278363e-05	2.5243084438228425e-06	0.5135699373695198	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata2a	cdx4	5	15	0.00016619261166395116	2.5560972530432047e-05	0.5281837160751566	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	gata2a	zgc:175088	5	16	6.768380529270646e-05	9.459022006386153e-06	0.5219206680584552	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	vent	krt4	6	1	-0.00019506834689553276	-6.701999123998048e-05	0.4697286012526096	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	vent	gata5	6	2	-3.5648204356197866e-06	-2.5487000438528806e-05	0.4989561586638831	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	vent	snai2	6	3	0.0001755036761807438	2.7258655928619202e-05	0.5177453027139874	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	vent	mdm2	6	4	0.00011469055679336204	2.295274602948094e-05	0.5156576200417536	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	vent	gata2a	6	5	-0.00021538322374370367	-6.362515920543821e-05	0.48434237995824636	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	vent	krt8	6	7	-0.00010891758408793084	-3.894496805128406e-05	0.4822546972860125	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	vent	si:ch211-113a14.12	6	8	1.1766407740143592e-05	-2.533685588596013e-05	0.5010438413361169	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	vent	tfap2c	6	9	-5.481696083142751e-05	-1.5422965045412684e-05	0.49478079331941544	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	vent	oclna	6	10	-0.00014624854631750672	-4.344316339769533e-05	0.48434237995824636	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	vent	frmd4ba	6	11	-8.647348893825457e-05	-4.096456663557624e-05	0.48643006263048016	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	vent	dynll1	6	12	-0.00014484124369779083	-4.4322701483828775e-05	0.4780793319415449	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	vent	vgll4l	6	13	4.043048459401177e-05	-8.06864423076245e-06	0.5052192066805845	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	vent	nkx2.5	6	14	6.561562268592169e-05	-2.766596210568295e-06	0.5031315240083507	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	vent	cdx4	6	15	-0.00023159819397433612	-5.725626458197297e-05	0.4718162839248434	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	vent	zgc:175088	6	16	-0.00014053564986238332	-3.357598707031881e-05	0.48643006263048016	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	krt8	krt4	7	1	0.0011161706147821415	0.00029134541554209914	0.6722338204592901	479	lower conditional utility indicates greater substitution/redundancy
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	krt8	gata5	7	2	0.0008846874183536801	0.00018854833661563486	0.6263048016701461	479	lower conditional utility indicates greater substitution/redundancy
