extension	setting	stage	source_embryo	direction	frozen_ridge	frozen_gain	rank	gene_index	gene	marginal_residual_pearson_gain	expected_source_cv_residual_pearson	coverage_mean_max_squared_correlation	redundancy_mean_pairwise_squared_correlation	max_abs_correlation_to_previous	genes_helped_count	genes_evaluated_count	top_supported_genes	coordinate_key	source_cells	selector_sample_cells	status	not_primary_panel	budget
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	7	241	lmo4a	0.0093674048082375	0.3165800568646362	0.16319784766823842	0.06500113756100163	0.5600062602902143	235	488	foxb1b,gbx1,hoxb1b,kazald2,zeb2b,dact2,fzd8a,chrd,cxcr4a,gli1	global_sphere	18596	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	8	201	irx1b	0.005295848452701313	0.3218759053173375	0.16686148379878893	0.06299580986920392	0.321787890170163	317	487	irx7,cdx4,otx1,lhx5,chrd,tbxta,otx2a,tbxtb,her7,her5	global_sphere	18596	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	1	227	lamb1a	0.28984805782298473	0.1587583370989869	0.07211432240163648	0.0	0.0	486	494	tbx16,alcamb,fscn1a,snai1a,lef1,tfap2a,nid2a,sp5l,vrtn,fn1a	global_sphere	17945	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	2	403	sox11a	0.0991263650578576	0.2578847021568445	0.10357918960870234	6.853673697577573e-06	0.0026179521954339756	419	493	tfap2c,xbp1,tcf7l1a,sox19a,mycn,irx7,rrm2,her8a,sox2,nrarpa	global_sphere	17945	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	3	217	klf2b	0.02121288958635864	0.27909759174320314	0.1236503666642103	0.02729083551242713	0.21805761424506387	394	492	gata2a,fezf2,dlx3b,klf2a,tfap2a,foxi1,admp,fgf8a,msx1b,elf1	global_sphere	17945	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	4	229	lamp2	0.015394598898894662	0.2944921906420978	0.1356813299005041	0.06802825503652313	0.41047563157954553	360	491	fzd8a,prickle1b,gata6,prdm1a,atp2b1a,ccng1,tram1,cst3,akap12b,hdlbpa	global_sphere	17945	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	5	197	id3	0.011832389125667586	0.3063245797677654	0.13951167203411655	0.06408481251780741	0.3943443252240154	223	490	six4b,six7,tbx1,nog1,apoc1,prickle1b,six3b,rnd1b,foxp1b,epha2a	global_sphere	17945	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	6	305	otx2b	0.013667782146375318	0.3199923619141407	0.14802023034449865	0.053684070471928205	0.3497300672778527	332	489	otx1,fzd8a,hoxb1b,fezf2,lratb.1,otx2a,lhx5,mych,cdx4,six7	global_sphere	17945	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	7	486	zic2a	0.008684496073150194	0.3286768579872909	0.15078600768548328	0.060468562135587545	0.43438616280529724	319	488	zic3,fzd7a,meis3,drll.3,six4a,irx1b,epha2a,pcdh10b,irx7,pax3a	global_sphere	17945	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	8	141	foxd5	0.008412736863349868	0.3370895948506408	0.15753096572154288	0.05600063053404343	0.30303339025927095	317	487	rasgef1ba,fgf8a,zeb2b,lmo4a,prickle1b,noto,fzd7a,dact2,etv5a,cdx4	global_sphere	17945	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	1	390	six4a	0.2174918160384974	0.07653281859691949	0.04229771963533881	0.0	0.0	480	494	fn1b,foxc1a,msgn1,tbx16,efemp2b,meox1,her1,pcdh8,tbx6,tbx16l	spatial	22475	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	2	329	prmt1	0.04986863771732411	0.1264014563142436	0.0569908904630942	0.016099285619690325	0.12688296032048718	419	493	rbm4.3,rbbp4,rrbp1b,si:ch211-113a14.12,etv4,tuba8l4,nap1l1,ncapd2,nop58,tgif1	spatial	22475	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	3	360	rrbp1b	0.037489413312524256	0.16389086962676785	0.07887701346440522	0.06350782031452505	0.35243802709069577	368	492	foxa3,atp2b1a,gata6,cst3,lamp2,foxa2,gata5,aldob,hdlbpa,mcama	spatial	22475	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	4	298	nsd2	0.027454335497333004	0.19134520512410086	0.09536031967201414	0.07747054365630542	0.3824559038434102	374	491	si:dkey-108k21.14,uhrf1,nasp,rrm2,si:dkey-261m9.12,mcm7,mcm4,ccnf,mcm2,supt16h	spatial	22475	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	5	440	tfap2a	0.026730694435926905	0.21807589956002776	0.11304840985761427	0.06376626369559756	0.2749002109000994	372	490	dlx3b,tfap2c,foxd3,sox10,krt99,tp63,cdh1,msx3,gata2a,krt4	spatial	22475	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	6	403	sox11a	0.014445837842494758	0.23252173740252252	0.12002338241101035	0.08144308571198726	0.5597237340692908	347	489	tuba1a,foxd5,sp8b,chrd,elavl3,sox19a,fgf8a,zswim5,fscn1a,sox2	spatial	22475	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	7	58	cenpf	0.01312331205363626	0.24564504945615878	0.12426742746932544	0.06421232510791872	0.22037377382497142	341	488	aspm,cdc14b,aurkb,dlgap5,mki67,tuba8l,tpx2,cdca8,ccnf,tubb2b	spatial	22475	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	8	53	cdh6	0.008732330574632796	0.2543773800307916	0.12633228108450714	0.04975777263561759	0.1561245019337709	335	487	zic2b,gata5,gata6,kdrl,cst3,zic3,foxd5,zeb1a,casz1,raraa	spatial	22475	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	1	397	snai1a	0.2663645233608377	0.08218067385787697	0.043662135812734364	0.0	0.0	476	494	alcamb,efemp2b,foxc1a,gata6,tfap2c,unc5b,si:dkey-261h17.1,fn1b,pcdh8,msx1b	spatial	25858	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	2	440	tfap2a	0.061255271136938266	0.14343594499481524	0.07052829636405754	0.018581908560038718	0.13631547439685165	390	493	prmt1,sox10,krt18a.1,krt8,msx3,cdh1,rpl10,grhl2b,dlx3b,tp63	spatial	25858	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	3	452	tuba1a	0.034518642586746	0.17795458758156124	0.08804047754086544	0.07475985511557177	0.4274824177494508	373	492	fscn1a,hoxb9a,hoxc3a,hoxb1b,elavl3,zswim5,sox19a,sox11a,rab11fip4a,tshz3b	spatial	25858	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	4	130	fn1b	0.01891810039259545	0.1968726879741567	0.10495995097881353	0.10668922978450333	0.4364884571106207	351	491	lmnb1,dld,nrarpa,efemp2b,uncx4.1,lbx2,tbx6,six4a,dkc1,meis3	spatial	25858	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	5	360	rrbp1b	0.016743669381650284	0.21361635735580697	0.11825441064481898	0.0935200859746665	0.37394671902477516	319	490	tram1,xbp1,creb3l2,atf6,shha,hdlbpa,klf3,nog1,pitx2,foxo1a	spatial	25858	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	6	58	cenpf	0.020493937781971255	0.23411029513777823	0.12369626184559156	0.06877346672838267	0.2178482324777888	327	489	aspm,cdc14b,mki67,dlgap5,aurkb,tpx2,cdca8,ccnf,tuba8l,ncapd2	spatial	25858	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	7	6	akap12b	0.009328577061545634	0.24343887219932386	0.12846691440114855	0.06718121079934572	0.44147381162170424	313	488	arl4ab,foxd5,foxh1,nog1,rac1a,bmp7a,kirrel3l,irx5a,pbx1b,tbxta	spatial	25858	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	6s_E2_to_E1	6-somite	E2	E2→E1	0.1	1.0	8	53	cdh6	0.010870631231574723	0.2543095034308986	0.13052166033101775	0.056112720685326536	0.2950710567822931	337	487	zswim5,sox17,irx5a,emx3,ca9,zic2b,aldob,fscn1a,mcama,zeb1a	spatial	25858	5000	post-hoc experimental-design extension	True	8
