extension	setting	stage	source_embryo	direction	frozen_ridge	frozen_gain	rank	gene_index	gene	marginal_residual_pearson_gain	expected_source_cv_residual_pearson	coverage_mean_max_squared_correlation	redundancy_mean_pairwise_squared_correlation	max_abs_correlation_to_previous	genes_helped_count	genes_evaluated_count	top_supported_genes	coordinate_key	source_cells	selector_sample_cells	status	not_primary_panel	budget
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	1	224	krt4	0.30785032001128704	0.18945372803871696	0.09356894730562128	0.0	0.0	484	494	klf2a,grhl1,znf185,her6,krt8,aplnra,ackr3b,tfap2a,gata2a,alcamb	global_sphere	8547	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	2	205	ism1	0.0442909400763129	0.23374466811502986	0.1175756235311265	0.0065746593822388335	0.0810842733348387	415	493	wnt11f2,ndr1,sdc4,foxh1,zswim5,gata5,syne2b,gata6,rbm4.3,dkk1b	global_sphere	8547	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	3	102	efnb2a	0.02197983775252449	0.25572450586755435	0.12449542021838234	0.02082871201527056	0.2092546557592439	388	492	tbxta,lft1,her1,lft2,sebox,cldnd,lhx1a,dkk1b,foxc1a,zic2a	global_sphere	8547	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	4	54	cdkn1ca	0.014871663163831816	0.27059616903138617	0.12814412481433748	0.055258835463239765	0.4453620936928948	372	491	mdm2,ccng1,xbp1,smtnl,tfap2c,cdt1,sox32,gbx1,si:dkey-261m9.12,tcf3b	global_sphere	8547	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	5	92	dnmt3bb.2	0.00947921404903751	0.2800753830804237	0.13036225308114502	0.04041640145409857	0.23384952404034065	418	490	dscc1,pmp22b,rps3,kmt2bb,si:dkey-92i17.2,her8a,znf576.2,rpl5a,cdx4,ednraa	global_sphere	8547	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	6	141	foxd5	0.006992787474722595	0.2870681705551463	0.13855980698271578	0.053967625059556705	0.4806652920781193	367	489	foxh1,sox3,ndr1,nasp,etv5b,zic2b,sox19a,sox11a,wnt11f2,zswim5	global_sphere	8547	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	7	445	tmed2	0.010127113799888898	0.29719528435503517	0.14064133149013935	0.046017178127861554	0.23254180217388906	359	488	rpl4,ppp1r7,foxg1a,snrpd3,rac1a,gapdh,pfn2,pmp22b,arf5,nr2f2	global_sphere	8547	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	50p_E1_to_E2	50% epiboly	E1	E1→E2	10.0	1.0	8	125	fbln2	0.005279367550430958	0.30247465190546613	0.1425633029306546	0.03950290381273725	0.22218928373215976	352	487	skila,cd63,prdm1a,si:dkey-261h17.1,hoxb8a,nr2f2,mab21l2,tbx3b,her12,myod1	global_sphere	8547	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	1	224	krt4	0.3927616810480606	0.23029604512934376	0.1162366585940037	0.0	0.0	492	494	znf185,klf2a,alcamb,aplnra,grhl1,krt8,tfap2a,gata2a,klf2b,krt18a.1	global_sphere	10225	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	2	158	gata5	0.07285555153288387	0.30315159666222763	0.15312826479824712	0.04065265124247945	0.20162502632976753	429	493	ndr1,gata6,mki67,sox3,foxd5,rrm2,ism1,fgf8a,dkk1b,foxa3	global_sphere	10225	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	3	300	oclna	0.034537356661480556	0.3376889533237082	0.15610270420913086	0.017167376296989376	0.09088226679020213	420	492	nckap5l,rpl10,supt16h,arl4d,dlgap5,unc5b,pbx4,nr2f2,bcl2l1,casz1	global_sphere	10225	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	4	376	si:ch211-113a14.12	0.018480806123563898	0.3561697594472721	0.16185977834018386	0.07393515051833204	0.5159221955703587	434	491	rbm4.3,si:dkey-261m9.12,dynll1,blf,snrpd3,rac1a,si:dkey-108k21.14,dld,dynll2b,srp19	global_sphere	10225	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	5	398	snai2	0.01412871409861488	0.37029847354588696	0.18070822555525207	0.09873843305928984	0.6004432315616695	398	490	mycn,sox11a,zic2b,tfap2c,sox11b,bambia,sox3,mych,etv4,nasp	global_sphere	10225	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	6	254	mdm2	0.009973255398556868	0.38027172894444383	0.1870472465964405	0.10524433735338119	0.5557455445338026	355	489	ccng1,cdkn1ca,akap12b,rreb1b,cdt1,atp2b1a,smtnl,ccnf,ptp4a2b,lamp2	global_sphere	10225	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	7	392	six7	0.005605576821375968	0.3858773057658198	0.18901875637421378	0.09090489898790884	0.3585377734853894	395	488	clocka,lmo4a,tbx3b,tead1b,foxg1a,meis2a,ntd5,snrpd3,lgals3b,mef2d	global_sphere	10225	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	50p_E2_to_E1	50% epiboly	E2	E2→E1	0.1	1.0	8	66	cmtm6	0.005174310201253918	0.3910516159670737	0.19079360780411608	0.07996491936107865	0.3538681053726505	352	487	C7H16orf87,apex1,meox1,foxb1a,ube2c,ppan,snrpg,rpl5a,zc4h2,tbxtb	global_sphere	10225	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	1	491	znf185	0.2667472546249837	0.12794773434077805	0.0753791590361889	0.0	0.0	477	494	krt4,grhl1,eppk1,elf1,perp,tagln2,tfap2a,oclna,cdh1,krt8	global_sphere	18596	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	2	397	snai1a	0.10140709731997744	0.2293548316607555	0.11171896352706474	0.09941905776477604	0.315307877739799	413	493	mycn,sox19a,helb,sox11a,gata6,rhov,zswim5,ism1,nrarpa,sox2	global_sphere	18596	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	3	473	xbp1	0.03020142840480211	0.2595562600655576	0.12398843960000251	0.07112502577841401	0.24545041356648958	369	492	nrarpa,tp63,tph1b,lmo4a,foxd5,lft2,fezf2,mycn,zeb2b,rasgef1ba	global_sphere	18596	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	4	454	tuba8l2	0.017629041037048376	0.277185301102606	0.13329351492637692	0.0872850910942992	0.4315220166339632	363	491	klf8,pcdh10b,six4a,tcf7l1a,sox5,fscn1a,foxc1a,meis1b,tcf3b,her9	global_sphere	18596	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	5	34	bmp4	0.015141391705740914	0.2923266928083469	0.14416704321384083	0.05689292789969584	0.17838337147635916	344	490	szl,bambia,tp63,foxi1,ackr3b,msx3,vgll4l,apoc1,cdx4,irx7	global_sphere	18596	5000	post-hoc experimental-design extension	True	8
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	6	404	sox11b	0.014885959248051805	0.3072126520563987	0.15689222541103853	0.0627462499851893	0.44147370247430107	380	489	irx7,mych,pbx4,zic2b,fzd7a,rbbp4,tuba8l4,mcm7,mcm3,tubb2b	global_sphere	18596	5000	post-hoc experimental-design extension	True	8
