fold	cohort	method	cells	ancestors	genes	rho_future_pooled	rho_future_macro	rho_future_median	final_pearson_macro	final_spearman_macro	rmse	normalized_rmse	moran_error	original_rho_future_pooled	residual_pearson_status	table	estimate	ci95_low	ci95_high	bootstrap_unit	replicates	original_estimate	status	observed	null_mean	null_ci_low	null_ci_high	empirical_p	permutations	ancestor_count	descendant_count	division_fraction	median_path_length	eligible	guard_stability_fraction	prediction_sha256	remaining_ancestors	remaining_descendants	removed_fraction	rho_future_disjoint	rho_future_full	rho_future_shared	gene	future_residual_pearson	final_pearson	final_spearman
A	shared	B2_lineage_early_map														bootstrap_corrected				TM0_ancestor_family	2000.0	0.0	undefined constant predicted residual																							
A	shared	B3_mean_developmental_correction														bootstrap_corrected	0.5644828823020704	0.562181941902353	0.5668231749409534	TM0_ancestor_family	2000.0	0.5644828823020704																								
A	shared	B4_anchor_only_temporal														bootstrap_corrected	0.5736523995441455	0.5707289336942921	0.5765316549503636	TM0_ancestor_family	2000.0	0.5736523995441455																								
A	shared	B5_trajectory_free_map_t														bootstrap_corrected	0.4839716728183106	0.4770077312405005	0.4908488382088396	TM0_ancestor_family	2000.0	0.4839716728183106																								
A	shared	B6_trajectory_aware_map_t														bootstrap_corrected	0.6201219843074943	0.6157108343308473	0.624405974380767	TM0_ancestor_family	2000.0	0.6201219843074943																								
A	disjoint	B1_lineage_registered_idw														bootstrap_corrected	0.0468651131346687	0.0381437127153852	0.0556198981351783	TM0_ancestor_family	2000.0	0.0468651131346687																								
A	disjoint	B2_lineage_early_map														bootstrap_corrected				TM0_ancestor_family	2000.0	0.0	undefined constant predicted residual																							
A	disjoint	B3_mean_developmental_correction														bootstrap_corrected	0.5474300926149972	0.5425278019581585	0.552138238998939	TM0_ancestor_family	2000.0	0.5474300926149972																								
A	disjoint	B4_anchor_only_temporal														bootstrap_corrected	0.5626025498063109	0.5563020018302175	0.5682314570891681	TM0_ancestor_family	2000.0	0.5626025498063109																								
A	disjoint	B5_trajectory_free_map_t														bootstrap_corrected	0.4901634258911615	0.4796919295725196	0.5005984359421943	TM0_ancestor_family	2000.0	0.4901634258911615																								
A	disjoint	B6_trajectory_aware_map_t														bootstrap_corrected	0.6216494637048893	0.6146295086883046	0.6284697861973718	TM0_ancestor_family	2000.0	0.6216494637048893																								
B	full	B1_lineage_registered_idw														bootstrap_corrected	0.0788095424328474	0.0740832619961855	0.0836720433332485	TM0_ancestor_family	2000.0	0.0788095424328474																								
B	full	B2_lineage_early_map														bootstrap_corrected				TM0_ancestor_family	2000.0	0.0	undefined constant predicted residual																							
B	full	B3_mean_developmental_correction														bootstrap_corrected	0.5704154141690494	0.5685459472865582	0.572173340680991	TM0_ancestor_family	2000.0	0.5704154141690494																								
B	full	B4_anchor_only_temporal														bootstrap_corrected	0.5638087587735888	0.5613869206967605	0.5661758296619797	TM0_ancestor_family	2000.0	0.5638087587735888																								
B	full	B5_trajectory_free_map_t														bootstrap_corrected	0.4962148801662823	0.4904909287560775	0.5021756726549089	TM0_ancestor_family	2000.0	0.4962148801662823																								
B	full	B6_trajectory_aware_map_t														bootstrap_corrected	0.619578668884169	0.6163666966339972	0.6229045143741817	TM0_ancestor_family	2000.0	0.619578668884169																								
B	shared	B1_lineage_registered_idw														bootstrap_corrected	0.0781306256710542	0.072632091138098	0.0840821281159985	TM0_ancestor_family	2000.0	0.0781306256710542																								
B	shared	B2_lineage_early_map														bootstrap_corrected				TM0_ancestor_family	2000.0	0.0	undefined constant predicted residual																							
B	shared	B3_mean_developmental_correction														bootstrap_corrected	0.5713565960419438	0.5692663213674757	0.5734394745730396	TM0_ancestor_family	2000.0	0.5713565960419438																								
B	shared	B4_anchor_only_temporal														bootstrap_corrected	0.5642445732914902	0.5615672174471491	0.5668618326683734	TM0_ancestor_family	2000.0	0.5642445732914902																								
B	shared	B5_trajectory_free_map_t														bootstrap_corrected	0.4921951338623921	0.4852891384658367	0.49878401688342	TM0_ancestor_family	2000.0	0.4921951338623921																								
