fold	cohort	method	cells	ancestors	genes	rho_future_pooled	rho_future_macro	rho_future_median	final_pearson_macro	final_spearman_macro	rmse	normalized_rmse	moran_error	original_rho_future_pooled	residual_pearson_status	table	estimate	ci95_low	ci95_high	bootstrap_unit	replicates	original_estimate	status	observed	null_mean	null_ci_low	null_ci_high	empirical_p	permutations	ancestor_count	descendant_count	division_fraction	median_path_length	eligible	guard_stability_fraction	prediction_sha256	remaining_ancestors	remaining_descendants	removed_fraction	rho_future_disjoint	rho_future_full	rho_future_shared	gene	future_residual_pearson	final_pearson	final_spearman
A		B4_anchor_only_temporal									0.3543359041213989					per_gene																											ncapd2	0.19777586	0.28059146	0.3147220841413921
A		B4_anchor_only_temporal									0.5334851741790771					per_gene																											nckap5l	0.04202732	-0.023226216	0.0007349472344276
A		B4_anchor_only_temporal									0.6002682447433472					per_gene																											ndr1	0.53925645	0.16432919	0.1581366327920589
A		B4_anchor_only_temporal									0.9178173542022704					per_gene																											ndr2	0.4909912	0.31372297	0.2502476551789202
A		B4_anchor_only_temporal									0.8345338106155396					per_gene																											ndufv3	0.14753266	0.16105993	0.1445828065147282
A		B4_anchor_only_temporal									1.0772051811218262					per_gene																											nid2a	0.4656856	0.4542627	0.4616689338233527
A		B4_anchor_only_temporal									0.789099931716919					per_gene																											nip7	0.0	0.16062649	0.179848374940182
A		B4_anchor_only_temporal									0.7750917673110962					per_gene																											nkx1.2la	0.11626371	0.061224207	0.0581254261327916
A		B4_anchor_only_temporal									0.6515794396400452					per_gene																											nkx2.2a	0.16624431	0.065070875	0.0642928955503661
A		B4_anchor_only_temporal									0.798968493938446					per_gene																											nkx2.5	0.24133317	0.094958924	0.1084853927104211
A		B4_anchor_only_temporal									0.830224335193634					per_gene																											nog1	0.06675548	0.09850699	0.0426883654138708
A		B4_anchor_only_temporal									0.2906764447689056					per_gene																											nop58	0.23908179	0.40146762	0.4272391353686197
A		B4_anchor_only_temporal									0.4301022887229919					per_gene																											notch1a	0.29821992	0.2739782	0.2963495952102372
A		B4_anchor_only_temporal									1.0153117179870603					per_gene																											noto	0.4972779	0.59370446	0.4347591325937928
A		B4_anchor_only_temporal									0.8097302913665771					per_gene																											nr2f2	0.20490274	0.017241597	0.0176721074942768
A		B4_anchor_only_temporal									0.7136285305023193					per_gene																											nr6a1a	0.18863812	0.018473402	0.0176973801277224
A		B4_anchor_only_temporal									0.885430097579956					per_gene																											nrarpa	0.23193994	0.23475294	0.2315949105231833
A		B4_anchor_only_temporal									0.6229825615882874					per_gene																											nsd2	0.4264834	0.4965426	0.5393096545709619
A		B4_anchor_only_temporal									0.7983222007751465					per_gene																											ntd5	0.3501055	0.19930488	0.1394662614123846
A		B4_anchor_only_temporal									0.8452693819999695					per_gene																											oclna	0.14853708	0.12336837	0.1196466040087555
A		B4_anchor_only_temporal									0.6833528280258179					per_gene																											olig4	0.15080276	0.033741526	0.0307758363231099
A		B4_anchor_only_temporal									0.8516078591346741					per_gene																											osr1	0.18444128	0.38866788	0.3306966857419642
A		B4_anchor_only_temporal									1.3786180019378662					per_gene																											otx1	0.32192752	0.34740895	0.3307792588365026
A		B4_anchor_only_temporal									0.9041103720664978					per_gene																											otx2a	0.12749921	0.1383068	0.1433994979180819
A		B4_anchor_only_temporal									1.238622784614563					per_gene																											otx2b	0.34167445	0.3270901	0.3147630652427968
A		B4_anchor_only_temporal									0.6395273804664612					per_gene																											pax2a	0.094621144	0.089940146	0.076900619767601
A		B4_anchor_only_temporal									0.8499875068664551					per_gene																											pax3a	0.15504059	0.12054043	0.1093561716747536
A		B4_anchor_only_temporal									0.7638872861862183					per_gene																											pax6a	0.20365879	0.09598936	0.0946508405847172
A		B4_anchor_only_temporal									0.7735851407051086					per_gene																											pax6b	0.14335063	0.090721905	0.0701351782138713
A		B4_anchor_only_temporal									0.6425734758377075					per_gene																											pbx1b	0.15955848	0.046208147	0.0429697600299529
A		B4_anchor_only_temporal									0.2565967142581939					per_gene																											pbx4	0.30455017	0.2559223	0.2673844343033781
A		B4_anchor_only_temporal									1.1835989952087402					per_gene																											pcdh10b	0.4768648	0.5104685	0.4368076061420024
A		B4_anchor_only_temporal									0.6433731317520142					per_gene																											pcdh7b	0.113816336	0.07187119	0.0734881897698728
A		B4_anchor_only_temporal									0.5092470645904541					per_gene																											PCDH8	0.11429329	0.09594005	0.0980716668902669
A		B4_anchor_only_temporal									0.910451114177704					per_gene																											pcdh8	0.24031806	0.4569652	0.4482910449719153
A		B4_anchor_only_temporal									0.9199790358543396					per_gene																											pdap1a	0.27182734	0.033393603	0.0390504399751232
A		B4_anchor_only_temporal									1.1393901109695437					per_gene																											perp	0.19577132	0.12963036	0.1231298761533023
A		B4_anchor_only_temporal									0.6604658365249634					per_gene																											pfn2	0.23153464	0.15071133	0.1268166732353143
A		B4_anchor_only_temporal									0.7451232075691223					per_gene																											pitx2	0.20521814	0.05125399	0.0428524007983611
A		B4_anchor_only_temporal									0.7315102815628052					per_gene																											pknox1.1	0.3345018	0.4648331	0.4990803958404838
A		B4_anchor_only_temporal									0.7911109328269958					per_gene																											plagl2	0.15006539	0.002578247	-0.0050803783116963
A		B4_anchor_only_temporal									0.8851816654205322					per_gene																											plekhg5b	0.18713772	0.26702207	0.2772229633135306
A		B4_anchor_only_temporal									0.6364895701408386					per_gene																											pmp22b	0.22771555	0.092663646	0.0893956094767257
A		B4_anchor_only_temporal									0.7322244048118591					per_gene																											pold3	0.17861372	0.07975556	0.075426858616746
A		B4_anchor_only_temporal									0.7390753030776978					per_gene																											ppan	0.0	0.14014778	0.1599096693894237
A		B4_anchor_only_temporal									1.5759118795394895					per_gene																											prickle1b	0.0	0.23677489	0.276404544515724
A		B4_anchor_only_temporal									0.3383758962154388					per_gene																											prmt1	0.3227132	0.19703247	0.2017155529465524
A		B4_anchor_only_temporal									0.7499046325683594					per_gene																											prox1a	0.19480446	-0.034133557	-0.0364970800690182
A		B4_anchor_only_temporal									0.5132133364677429					per_gene																											ptp4a2b	0.19176582	0.11294956	0.1202795766983261
A		B4_anchor_only_temporal									0.6794737577438354					per_gene																											pttg1	0.208577	0.10480827	0.1275051574193859
A		B4_anchor_only_temporal									0.8731963038444519					per_gene																											rab11fip4a	0.0	0.11460409	0.1219094802497864
A		B4_anchor_only_temporal									0.4398907124996185					per_gene																											rac1a	0.29619238	0.25916037	0.2777805314530575
A		B4_anchor_only_temporal									0.8094539046287537					per_gene																											raraa	0.16877529	0.1588385	0.1807727538347658
A		B4_anchor_only_temporal									1.1270034313201904					per_gene																											rasgef1ba	0.22388089	0.21318631	0.2273131055470398
A		B4_anchor_only_temporal									1.4364317655563354					per_gene																											rasl11b	0.0	-0.0014174758	0.0024800550604942
A		B4_anchor_only_temporal									0.3896721303462982					per_gene																											rbbp4	0.22083321	0.34281522	0.348575870332895
A		B4_anchor_only_temporal									0.5709912180900574					per_gene																											rbm4.3	0.44758642	0.10635562	0.1242013352143197
A		B4_anchor_only_temporal									0.5821206569671631					per_gene																											rbm7	0.13881536	0.1163906	0.0888630119840736
A		B4_anchor_only_temporal									0.3673998117446899					per_gene																											rbmx	0.28200886	0.18751854	0.1837529671282526
A		B4_anchor_only_temporal									0.3587111532688141					per_gene																											rcc1	0.2090691	0.26770908	0.2982406334058356
A		B4_anchor_only_temporal									0.7602487206459045					per_gene																											rdh10b	0.13265811	-0.0017370075	-0.0060578968529221
A		B4_anchor_only_temporal									0.6757911443710327					per_gene																											rfx2	0.21058868	0.072318554	0.0709279291086825
A		B4_anchor_only_temporal									0.6949830055236816					per_gene																											rhov	0.26235268	0.39490208	0.4275330529491056
A		B4_anchor_only_temporal									0.7454501986503601					per_gene																											ripply1	0.073757686	0.09359691	0.0854901246069761
A		B4_anchor_only_temporal									0.8934235572814941					per_gene																											rnd1b	0.27550822	0.31708792	0.2968319931252826
A		B4_anchor_only_temporal									1.6507831811904907					per_gene																											rpl10	0.08389334	0.07830378	0.0916907526990554
A		B4_anchor_only_temporal									0.5338132977485657					per_gene																											rpl19	0.17251734	0.13913256	0.1568360140143612
A		B4_anchor_only_temporal									0.5195143818855286					per_gene																											rpl31	0.0	0.059901044	0.0492700213817212
A		B4_anchor_only_temporal									0.7568650841712952					per_gene																											rpl34	0.11626104	0.0685746	0.0593546186217785
A		B4_anchor_only_temporal									0.7401706576347351					per_gene																											rpl38	0.080579765	0.095127486	0.1095682229367941
A		B4_anchor_only_temporal									0.7370112538337708					per_gene																											rpl4	0.48273993	0.23294166	0.2501171204892047
A		B4_anchor_only_temporal									0.3352556824684143					per_gene																											rpl5a	0.16340683	0.11409062	0.1362092546050366
A		B4_anchor_only_temporal									0.418516457080841					per_gene																											rpl6	0.08775867	0.1291851	0.1465265005886924
A		B4_anchor_only_temporal									0.7961875200271606					per_gene																											rplp0	0.25903916	0.22018713	0.244658426005253
A		B4_anchor_only_temporal									1.4093384742736816					per_gene																											rplp2l	0.13375399	0.04423011	0.0688487785308061
A		B4_anchor_only_temporal									0.3137809634208679					per_gene																											rps3	0.21554516	0.15447372	0.164442109417666
A		B4_anchor_only_temporal									0.330761581659317					per_gene																											rps6	0.23125386	0.29782274	0.3245855681178308
A		B4_anchor_only_temporal									1.0527907609939575					per_gene																											rrbp1b	0.28604442	0.19436449	0.1162545623238555
A		B4_anchor_only_temporal									1.0998529195785522					per_gene																											rreb1a	0.3892866	0.29553124	0.3067546427659004
A		B4_anchor_only_temporal									0.9382312893867492					per_gene																											rreb1b	0.20932241	0.06583708	0.0612637031386711
A		B4_anchor_only_temporal									0.5281877517700195					per_gene																											rrm2	0.0	0.3258538	0.3132212696966201
A		B4_anchor_only_temporal									0.7071489691734314					per_gene																											rrp8	0.20498356	0.0048981537	0.0078454974544678
A		B4_anchor_only_temporal									0.7266280651092529					per_gene																											rx3	0.12116766	0.053479712	0.054612360683127
A		B4_anchor_only_temporal									0.6178429126739502					per_gene																											rxraa	0.109566905	0.08349726	0.0786814763263679
A		B4_anchor_only_temporal									0.849819540977478					per_gene																											rxrgb	0.22056389	0.13777496	0.1323486802863621
A		B4_anchor_only_temporal									0.719150722026825					per_gene																											sall1a	0.17001005	0.19874066	0.1950620318322579
A		B4_anchor_only_temporal									0.7629252076148987					per_gene																											sall3a	0.19265568	0.09374773	0.1025880452271015
A		B4_anchor_only_temporal									0.9234706163406372					per_gene																											sall3b	0.3480322	0.44857138	0.4309194065039038
A		B4_anchor_only_temporal									0.7333497405052185					per_gene																											sdc4	0.17955486	0.15488268	0.1599722883199279
A		B4_anchor_only_temporal									0.5286722183227539					per_gene																											sebox	0.44287747	0.20577562	0.1709611316623522
A		B4_anchor_only_temporal									0.9703583717346193					per_gene																											sept9a	0.39186686	0.36362335	0.4027654587681559
A		B4_anchor_only_temporal									0.8221083283424377					per_gene																											shha	0.4030339	0.2784848	0.1751488608954989
A		B4_anchor_only_temporal									0.8714087605476379					per_gene																											si:ch211-106e7.2	0.42645296	0.42764813	0.4499179588174088
A		B4_anchor_only_temporal									0.6951919794082642					per_gene																											si:ch211-113a14.12	0.22871678	0.0470788	0.0368621151646761
A		B4_anchor_only_temporal									0.7778702974319458					per_gene																											si:ch211-113a14.18	0.0	0.0944871	0.0790512498673014
A		B4_anchor_only_temporal									0.7632889151573181					per_gene																											si:ch211-114n24.6	0.110131025	0.106714025	0.1131883075317221
A		B4_anchor_only_temporal									0.4817221164703369					per_gene																											si:ch211-155e24.3	0.26616132	0.31440064	0.3280765390235105
A		B4_anchor_only_temporal									0.580374002456665					per_gene																											si:ch211-161h7.4	0.0	0.15076655	0.1814470705151575
A		B4_anchor_only_temporal									0.4499365389347076					per_gene																											si:ch211-163l21.7	0.0	0.022145344	0.0253765757991328
A		B4_anchor_only_temporal									0.7378085851669312					per_gene																											si:dkey-108k21.14	0.24154408	0.24527691	0.1579831308387876
A		B4_anchor_only_temporal									0.4981116056442261					per_gene																											si:dkey-108k21.21	0.20588297	0.037886716	0.0419980337005242
A		B4_anchor_only_temporal									1.0262547731399536					per_gene																											si:dkey-261h17.1	0.43871352	0.37100095	0.3727517723644062
A		B4_anchor_only_temporal									0.706861138343811					per_gene																											si:dkey-261m9.12	0.23074578	0.276488	0.2141332947245428
A		B4_anchor_only_temporal									0.5178827047348022					per_gene																											si:dkey-66i24.9	0.0	0.036805987	0.0436686093361905
A		B4_anchor_only_temporal									0.7717174291610718					per_gene																											si:dkey-68o6.5	0.24274158	-0.012059963	-0.0294245609619448
A		B4_anchor_only_temporal									0.7688083648681641					per_gene																											si:dkey-92i17.2	0.23273578	0.012723543	0.0121765246173164
A		B4_anchor_only_temporal									0.6473612189292908					per_gene																											six3b	0.26388463	0.18230212	0.1558425456032041
A		B4_anchor_only_temporal									1.1069637537002563					per_gene																											six4a	0.46325192	0.47120452	0.4239294641515858
A		B4_anchor_only_temporal									1.0335679054260254					per_gene																											six4b	0.0	0.11322259	0.0799934772291598
A		B4_anchor_only_temporal									0.910156548023224					per_gene																											six7	0.17163737	0.13986683	0.1334993574939076
A		B4_anchor_only_temporal									0.7691957950592041					per_gene																											skia	0.3688376	0.32005948	0.3586714005387205
A		B4_anchor_only_temporal									0.7293564081192017					per_gene																											skila	0.0	0.03622042	0.0491841072230423
A		B4_anchor_only_temporal									0.8541436791419983					per_gene																											skilb	0.33148742	0.30921024	0.3467328375302865
A		B4_anchor_only_temporal									1.2278027534484863					per_gene																											smtnl	0.29438296	0.31099737	0.2679872099722668
A		B4_anchor_only_temporal									1.247531175613403					per_gene																											snai1a	0.41987342	0.45780325	0.4666339451085817
A		B4_anchor_only_temporal									0.964767336845398					per_gene																											snai2	0.10145954	0.32401204	0.3711257386438034
A		B4_anchor_only_temporal									0.7027662396430969					per_gene																											snrpc	0.15362346	0.044290327	0.0524114401537942
A		B4_anchor_only_temporal									0.6877167224884033					per_gene																											snrpd3	0.23650178	0.024961364	0.0263453381646024
A		B4_anchor_only_temporal									0.7748863101005554					per_gene																											snrpg	0.0	-0.0074543334	-0.0011507796857486
A		B4_anchor_only_temporal									0.5608205199241638					per_gene																											sox10	0.24515527	0.041444007	0.0453627321688906
A		B4_anchor_only_temporal									1.017121434211731					per_gene																											sox11a	0.43260816	0.5707248	0.5500042970031129
A		B4_anchor_only_temporal									0.5876918435096741					per_gene																											sox11b	0.2583607	0.08108927	0.080993596918267
A		B4_anchor_only_temporal									0.8017156720161438					per_gene																											sox13	0.118954726	0.13720316	0.1358618197396703
A		B4_anchor_only_temporal									0.8159984350204468					per_gene																											sox17	0.2087644	-0.013198347	-0.0285629033616247
A		B4_anchor_only_temporal									1.2928102016448977					per_gene																											sox19a	0.41500065	0.6606365	0.6319031865869827
A		B4_anchor_only_temporal									0.9773220419883728					per_gene																											sox2	0.50003344	0.4633308	0.4590294945136897
A		B4_anchor_only_temporal									1.1689679622650146					per_gene																											sox3	0.23466943	0.43577033	0.3900766245068414
A		B4_anchor_only_temporal									1.4373425245285034					per_gene																											sox32	0.28937665	0.45839405	0.407573728273933
A		B4_anchor_only_temporal									0.9772167801856996					per_gene																											sox5	0.41915762	0.38019365	0.3691876645608223
A		B4_anchor_only_temporal									0.6259486675262451					per_gene																											sp5a	0.10439082	0.108731136	0.0955699851671175
A		B4_anchor_only_temporal									1.1710078716278076					per_gene																											sp5l	0.38597435	0.30126253	0.2799126963487006
A		B4_anchor_only_temporal									0.4378132820129394					per_gene																											spon1b	0.14336936	0.03993541	0.0396465193307327
A		B4_anchor_only_temporal									0.7896319031715393					per_gene																											srp19	0.154328	0.048149556	0.0453238373188357
A		B4_anchor_only_temporal									0.7327006459236145					per_gene																											srrm4	0.18500283	0.059601765	0.0586669476172366
A		B4_anchor_only_temporal									0.6608017683029175					per_gene																											stmn1a	0.14405172	0.077111594	0.081582175955882
A		B4_anchor_only_temporal									0.6350637078285217					per_gene																											stox1	0.18863913	0.06444546	0.0670230548298225
A		B4_anchor_only_temporal									0.2720363438129425					per_gene																											supt16h	0.36279804	0.41703305	0.4301890847328509
A		B4_anchor_only_temporal									0.9485223889350892					per_gene																											syne2b	0.33617583	0.3447992	0.3470330177727923
A		B4_anchor_only_temporal									1.215947151184082					per_gene																											szl	0.19644874	-0.08967437	-0.0711661638983365
A		B4_anchor_only_temporal									1.0385597944259644					per_gene																											tagln2	0.29832202	0.159801	0.1626138096313804
A		B4_anchor_only_temporal									0.5168719291687012					per_gene																											tbr1b	0.12878248	0.0649715	0.060610956175548
A		B4_anchor_only_temporal									0.7646389603614807					per_gene																											tbx1	0.1862729	0.24065454	0.2235857245833034
A		B4_anchor_only_temporal									1.4376887083053589					per_gene																											tbx16	0.48614275	0.5238892	0.5283479028244612
A		B4_anchor_only_temporal									1.701223850250244					per_gene																											tbx16l	0.45697987	0.53197867	0.4843462684806341
A		B4_anchor_only_temporal									0.7928640842437744					per_gene																											tbx3b	0.2198764	0.15162984	0.1497951270773843
A		B4_anchor_only_temporal									0.9185616970062256					per_gene																											tbx6	0.21222542	0.14567219	0.1278666947492754
A		B4_anchor_only_temporal									1.5883129835128784					per_gene																											tbxta	0.0	0.5070801	0.5510389025678943
A		B4_anchor_only_temporal									1.210719108581543					per_gene																											tbxtb	0.3727603	0.2559385	0.2441234883031499
A		B4_anchor_only_temporal									0.586948037147522					per_gene																											tcf3b	0.3286024	0.5267993	0.5452984740294193
A		B4_anchor_only_temporal									0.9953885078430176					per_gene																											tcf7	0.40749457	0.44452593	0.4588922845225939
A		B4_anchor_only_temporal									0.9226486086845398					per_gene																											tcf7l1a	0.41525912	0.48746932	0.4923031837110495
A		B4_anchor_only_temporal									0.9525710940361024					per_gene																											tcf7l1b	0.4079178	0.47375607	0.4889399229074144
A		B4_anchor_only_temporal									0.8538342714309692					per_gene																											tcf7l2	0.15455256	-0.004703781	0.0057516188747437
A		B4_anchor_only_temporal									0.950886070728302					per_gene																											tdgf1	0.3563912	0.34613758	0.3242087318585572
A		B4_anchor_only_temporal									1.0228360891342163					per_gene																											tead1a	0.28220358	0.25679466	0.2538212812832675
A		B4_anchor_only_temporal									0.7834232449531555					per_gene																											tead1b	0.12012215	0.040710133	0.0391192171344938
A		B4_anchor_only_temporal									1.6208372116088867					per_gene																											tfap2a	0.43199176	0.45147437	0.4561379579562377
A		B4_anchor_only_temporal									2.0832109451293945					per_gene																											tfap2c	0.26173615	0.011217355	0.031695774423511
A		B4_anchor_only_temporal									0.4623250961303711					per_gene																											tgif1	0.2569317	0.08988009	0.1096336514305451
A		B4_anchor_only_temporal									0.5729121565818787					per_gene																											tlcd5a	0.25980675	0.19876713	0.2286585589438803
A		B4_anchor_only_temporal									0.7349162697792053					per_gene																											tmed10	0.14742649	0.03182761	0.020919236471109
A		B4_anchor_only_temporal									0.7527194619178772					per_gene																											tmed2	0.26587808	0.035634678	0.0215830050690761
A		B4_anchor_only_temporal									1.2254565954208374					per_gene																											tp63	0.25838667	0.10428296	0.0977354168862521
A		B4_anchor_only_temporal									0.8392103910446167					per_gene																											tph1b	-0.017437726	0.22789213	0.2420671393759741
A		B4_anchor_only_temporal									0.7527235746383667					per_gene																											tpx2	0.15710138	0.04606878	0.0544909394070844
A		B4_anchor_only_temporal									0.6088549494743347					per_gene																											tram1	0.20211646	0.08067641	0.0831902648141029
A		B4_anchor_only_temporal									0.6859773993492126					per_gene																											trps1	0.13149466	0.06322652	0.065231631276031
A		B4_anchor_only_temporal									0.8157809376716614					per_gene																											tshz3b	0.30196172	0.27936572	0.2522930838329413
A		B4_anchor_only_temporal									0.9145669937133788					per_gene																											tuba1a	0.18312946	0.046188634	0.0550587824263139
A		B4_anchor_only_temporal									0.4842963218688965					per_gene																											tuba8l	0.1870402	0.007960244	0.0138056156350211
A		B4_anchor_only_temporal									1.0632761716842651					per_gene																											tuba8l2	0.5039888	0.4430102	0.4251846544872969
A		B4_anchor_only_temporal									0.3388563692569732					per_gene																											tuba8l4	0.28636363	0.4429089	0.4645309480039597
A		B4_anchor_only_temporal									0.3710308969020843					per_gene																											tubb2b	0.080471545	0.07295107	0.0554887342616722
A		B4_anchor_only_temporal									0.6169681549072266					per_gene																											twist1a	0.0802668	0.020212457	0.0170271500283132
A		B4_anchor_only_temporal									0.7765743136405945					per_gene																											twist2	0.2552988	0.08962854	0.0412026592697828
A		B4_anchor_only_temporal									0.7560418844223022					per_gene																											ube2c	0.11447349	0.00014213206	0.0063383873276542
A		B4_anchor_only_temporal									0.9008071422576904					per_gene																											uhrf1	0.0	0.3549483	0.3738052008796108
A		B4_anchor_only_temporal									0.8105496764183044					per_gene																											uncx4.1	0.18605167	0.13888517	0.1119718339466325
A		B4_anchor_only_temporal									1.104647159576416					per_gene																											unga	0.0	0.08788356	0.082867528214904
A		B4_anchor_only_temporal									0.828414797782898					per_gene																											usf1	0.1525771	0.005141924	0.0057665577060403
A		B4_anchor_only_temporal									1.427904725074768					per_gene																											ved	0.0	-0.35240698	-0.340723403514774
A		B4_anchor_only_temporal									0.9370712041854858					per_gene																											vgll4l	0.24438524	0.20718671	0.1978881098146805
A		B4_anchor_only_temporal									0.7759214639663696					per_gene																											vox	0.21839198	0.028971205	0.0343627796492166
A		B4_anchor_only_temporal									0.412683755159378					per_gene																											vrtn	0.39236197	0.5602113	0.6016406487579449
A		B4_anchor_only_temporal									0.6320546865463257					per_gene																											vsx2	0.13936056	0.0901915	0.085757393606253
A		B4_anchor_only_temporal									1.0616414546966553					per_gene																											wnt11f2	0.3157413	0.43205577	0.4554317039546744
A		B4_anchor_only_temporal									1.052266240119934					per_gene																											wnt8a	0.33195734	0.29164594	0.3122266771756843
A		B4_anchor_only_temporal									1.3736265897750854					per_gene																											xbp1	0.0	0.18032216	0.1609059466579464
A		B4_anchor_only_temporal									0.795662522315979					per_gene																											ypel3	0.2074763	0.14093623	0.1335332139089717
A		B4_anchor_only_temporal									0.7917708158493042					per_gene																											zbtb18	0.20647746	0.017118724	0.0209315099915679
A		B4_anchor_only_temporal									0.7269391417503357					per_gene																											zc4h2	0.0	0.018027848	0.013327771913404
A		B4_anchor_only_temporal									0.8669239282608032					per_gene																											zeb1a	0.36105865	0.33418897	0.3735665550837013
A		B4_anchor_only_temporal									1.0690350532531738					per_gene																											zeb1b	0.33465564	0.27931872	0.2857622957297305
A		B4_anchor_only_temporal									0.760802686214447					per_gene																											zeb2a	0.14539562	0.02770491	0.0283158890081749
A		B4_anchor_only_temporal									1.0461639165878296					per_gene																											zeb2b	0.0	0.045889635	0.0477588508451925
A		B4_anchor_only_temporal									0.6266103982925415					per_gene																											zfand5a	0.28114244	0.04605109	0.0502928169876678
A		B4_anchor_only_temporal									0.6143385767936707					per_gene																											zgc:113372	0.12902895	0.06679056	0.0689161912786265
A		B4_anchor_only_temporal									0.5770993232727051					per_gene																											zgc:174154	0.18941738	0.08705549	0.0774763809599851
A		B4_anchor_only_temporal									0.7413322925567627					per_gene																											zgc:175088	0.122150496	0.09881059	0.1246672815106012
A		B4_anchor_only_temporal									1.4087351560592651					per_gene																											zic2a	0.24355154	0.26957804	0.2432904329207365
A		B4_anchor_only_temporal									1.0994648933410645					per_gene																											zic2b	0.28538692	0.3498563	0.3976148357602181
A		B4_anchor_only_temporal									0.6628013849258423					per_gene																											zmp:0000000624	0.1805503	0.12856978	0.1463824886947429
A		B4_anchor_only_temporal									0.7056905627250671					per_gene																											znf1004	0.20493056	0.37390578	0.286993572069615
A		B4_anchor_only_temporal									1.415493130683899					per_gene																											znf185	0.27906713	0.21318717	0.2052534834023618
A		B4_anchor_only_temporal									0.5362511277198792					per_gene																											znf576.2	0.16388884	0.1256334	0.130064232316941
A		B4_anchor_only_temporal									1.0264735221862793					per_gene																											znfl2a	0.29378867	0.42678046	0.4657144011667564
A		B4_anchor_only_temporal									0.5805522799491882					per_gene																											zswim5	0.0	0.46837845	0.4625783118543654
A		B5_trajectory_free_map_t									1.3231518268585205					per_gene																											ackr3b	0.011459032	0.00075097475	0.0144835446628979
A		B5_trajectory_free_map_t									0.7893579006195068					per_gene																											acvr1ba	0.19410054	0.3714658	0.4226577342933313
A		B5_trajectory_free_map_t									0.3338673710823059					per_gene																											add3b	0.22206123	0.3136311	0.2756743420761957
A		B5_trajectory_free_map_t									0.5231024026870728					per_gene																											adka	0.21598595	0.41454235	0.4671025649882889
A		B5_trajectory_free_map_t									1.8441065549850464					per_gene																											admp	-0.5592636	-0.2947146	-0.3250201164296061
A		B5_trajectory_free_map_t									0.8370220065116882					per_gene																											ahi1	-0.17075491	-0.15638073	-0.1780749298963572
A		B5_trajectory_free_map_t									0.3858788311481476					per_gene																											akap12b	-0.09088078	-0.01696867	-0.0206336680364792
A		B5_trajectory_free_map_t									1.1680017709732056					per_gene																											alcamb	0.24320255	0.33978784	0.2937326609095034
A		B5_trajectory_free_map_t									0.6460285186767578					per_gene																											aldob	-0.09528998	0.04156391	0.0467189449053972
A		B5_trajectory_free_map_t									0.3747093677520752					per_gene																											anp32e	0.3199739	0.1959304	0.2095178242329241
A		B5_trajectory_free_map_t									0.7950242757797241					per_gene																											apex1	-0.05374144	-0.019618485	-0.024348575045262
A		B5_trajectory_free_map_t									1.0877861976623535					per_gene																											aplnra	0.29015866	0.3128397	0.308648028986094
A		B5_trajectory_free_map_t									0.7710685133934021					per_gene																											aplnrb	-0.01762961	-0.046668127	-0.0548196284552859
A		B5_trajectory_free_map_t									1.2227739095687866					per_gene																											apoc1	-0.35050207	-0.2605967	-0.2553572698280074
A		B5_trajectory_free_map_t									0.4428527951240539					per_gene																											arf5	0.24042228	0.09159378	0.1063939877440077
A		B5_trajectory_free_map_t									0.5214175581932068					per_gene																											arhgap5	0.03522594	-0.059819616	-0.0609206745275474
A		B5_trajectory_free_map_t									0.7069723606109619					per_gene																											arl4aa	0.15795638	0.12674588	0.1109653090756354
A		B5_trajectory_free_map_t									0.7969529032707214					per_gene																											arl4ab	0.5689705	0.32064673	0.2312626068686859
A		B5_trajectory_free_map_t									1.0567296743392944					per_gene																											arl4d	0.06904552	0.124880634	0.1334210693918711
A		B5_trajectory_free_map_t									0.7644217610359192					per_gene																											arl6ip5a	0.06700008	0.12962425	0.1264178305653397
A		B5_trajectory_free_map_t									0.7952583432197571					per_gene																											aspm	0.1643043	0.031250015	0.0366467018837946
A		B5_trajectory_free_map_t									0.7937683463096619					per_gene																											atf6	0.18016295	0.07152621	0.0940365821525898
A		B5_trajectory_free_map_t									0.541692316532135					per_gene																											atoh1c	-0.0064743324	0.031323012	0.0218132743084567
A		B5_trajectory_free_map_t									0.6926437616348267					per_gene																											atp2b1a	0.08690973	0.04060936	0.0493154986523912
A		B5_trajectory_free_map_t									0.3445194363594055					per_gene																											atrxl	0.24366337	0.13505763	0.1418978731588173
A		B5_trajectory_free_map_t									0.505470871925354					per_gene																											aurkb	0.19177401	0.1744689	0.1857448250010135
A		B5_trajectory_free_map_t									0.8833792209625244					per_gene																											axin2	0.06795537	0.042350966	0.0591683946540913
A		B5_trajectory_free_map_t									0.7729336619377136					per_gene																											bach1b	0.0196916	0.029784245	0.0256977595379984
A		B5_trajectory_free_map_t									2.2965712547302246					per_gene																											bambia	-0.63694453	-0.49869597	-0.5175543751093983
A		B5_trajectory_free_map_t									0.6279873251914978					per_gene																											baz1b	0.24176235	0.23043811	0.2213144830063795
A		B5_trajectory_free_map_t									0.7862230539321899					per_gene																											bcl2l1	0.0	0.027649375	0.0296213828468909
A		B5_trajectory_free_map_t									0.6916183829307556					per_gene																											bhlha15	0.10634173	0.04248967	0.0441114779418122
A		B5_trajectory_free_map_t									0.6782063841819763					per_gene																											blf	0.30016524	0.16191275	0.1575815516423668
A		B5_trajectory_free_map_t									2.301542282104492					per_gene																											bmp2b	-0.5151581	-0.40805653	-0.4348203014774794
A		B5_trajectory_free_map_t									1.7545360326766968					per_gene																											bmp4	-0.42445347	-0.44149062	-0.4494046312217628
