pair_id	specimen_id	tumor	source_platform	target_platform	gene	IDW_spatial_pearson	MAP_spatial_pearson	delta_spatial_pearson_MAP_minus_IDW	IDW_log1p_RMSE	MAP_log1p_RMSE	delta_RMSE_MAP_minus_IDW	IDW_residual_pearson	MAP_residual_pearson	source_guard_supported	source_spatial_score	representative_source_only_pool
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	AUTS2	-0.0013077300110795	0.0429784905387644	0.0442862205498439	0.2506507709678514	0.2068538394759265	-0.04379693149192487		0.5629754952043503	True	0.0024749615695327	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	B2M	-0.0009127059266503	0.4646184081373887	0.465531114064039	0.9384618953189972	0.9027975026174456	-0.03566439270155153		0.4752615513929918	True	0.0049268756993114	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	B4GALT1	-0.0005052105396576	0.0486132054687502	0.0491184160084078	0.2562422121337399	0.2118839190207297	-0.04435829311301018		0.5625546474049979	True	0.0028014169074594	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BABAM1	-0.0018361059914794	0.0517065988297831	0.053542704821262506	0.2560473114140714	0.2279670139216157	-0.02808029749245569		0.4580885060422022	True	0.0076137920841574	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BACE2	-0.0015917232305878	0.0370586274600261	0.0386503506906139	0.2242223046969202	0.1834692277797024	-0.0407530769172178		0.5727025468156879	True	-0.0046816593967378	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BAG5	-4.832237152421198e-05	0.0342591604321329	0.03430748280365711	0.2149001996021624	0.1779802348344209	-0.03691996476774148		0.5595078062096559	True	-0.0042597348801791	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BAG6	-0.0001816600679021	0.0691115505919693	0.0692932106598714	0.2715659368726666	0.2527489260750779	-0.01881701079758874		0.3760599162417444	True	0.0042704981751739	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BANF1	-0.0042777466919882	0.1540646197125881	0.1583423664045763	0.545419122093629	0.5237470804014551	-0.02167204169217385		0.3146471862244381	True	0.0097489394247531	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BCAM	-0.0033131266555072	0.1334257804218577	0.1367389070773649	0.4176663501671019	0.3613447974925947	-0.056321552674507225		0.5145499210012662	True	0.0285288020968437	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BCAP31	0.000748991943194	0.230634579348218	0.229885587405024	0.613717048919809	0.5988770264106646	-0.014840022509144402		0.2552472162810926	True	0.0089051378890872	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BCCIP	-0.0009890266868661	0.0431695926863424	0.0441586193732085	0.2347900771853316	0.1903703352971237	-0.04441974188820791		0.5854630244671608	True	0.0035728942602872	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BCL11A	-0.0008591299174313	0.0885874080739079	0.0894465379913392	0.2953072139225281	0.2725314579653686	-0.022775755957159527		0.3887762433717491	True	0.0149064734578132	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BCL2L1	-0.0029391964408633	0.0862750866026606	0.0892142830435239	0.3016535536159309	0.2638397401993442	-0.037813813416586683		0.4865967767505768	True	0.0047916756011545	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BCL6	-0.0015503497811212	0.080599943157158	0.0821502929382792	0.3038028319513945	0.2583991258690961	-0.045403706082298434		0.5252815298964056	True	0.0005533180665224	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BEX3	0.0028953339102904	0.0028953339102904	0.0	0.353982817791928	0.353982817791928	0.0			False	0.0042483806610107	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BGN	-0.0064295054381744	0.3790336523945275	0.3854631578327019	0.4711090733204213	0.3177489891207612	-0.15336008419966007		0.7496608768262094	True	0.1314940303564071	True
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BHLHE40	0.0015966834317558	0.038956596727187	0.0373599132954312	0.3295222977458364	0.2393620383927584	-0.090160259353078		0.6757242372775308	True	0.0184937007725238	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BLVRB	-0.0010591050697082	0.0806438749280514	0.0817029799977596	0.2788214606703966	0.2511662840506819	-0.027655176619714672		0.4411326721899741	True	0.0012469503562897	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BMPR2	-0.001785612543725	0.0077387782538199	0.0095243907975449	0.2756802104154059	0.2436865379447901	-0.031993672470615825		0.4772525703568074	True	-0.0009159581386484	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BNIP3L	-0.0026351162709476	-0.0026351162709476	0.0	0.3007219391436278	0.3007219391436278	0.0			False	0.0067790378816425	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BOC	0.0012611468990993	0.0217208401621633	0.020459693263064	0.2675473058676438	0.2410687780462216	-0.02647852782142221		0.4395361693823515	True	0.0175483729690313	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BRD1	-0.0013791482263989	0.0473847201809076	0.0487638684073065	0.2553579372093034	0.2286222327372084	-0.026735704472095		0.4487598724235255	True	0.0038414704613387	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BRD2	-0.0007044467651779	0.0531027995000597	0.0538072462652376	0.3062876631804204	0.2414451641537418	-0.0648424990266786		0.6154568920923341	True	-0.0015240849461406	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BRD4	-0.0004421485351325	0.0310860364702852	0.0315281850054177	0.2706442494449628	0.2226739643380667	-0.047970285106896104		0.5654838123786341	True	0.0059249494224786	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BRD7	0.00175857500558	0.0338846732747024	0.0321260982691224	0.2132054120929206	0.1849392532749004	-0.028266158818020193		0.4982138822073946	True	0.0023220716975629	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BRD8	0.0011868531104868	0.0417098568315333	0.040523003721046495	0.2155382548784939	0.1867209124666814	-0.028817342411812497		0.4995316049883596	True	0.0163058638572692	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BRI3	0.0020388624035817	0.0318419815947296	0.0298031191911479	0.372400182367931	0.2758926493138256	-0.09650753305410537		0.6639583498522483	True	0.0050863781943917	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BRMS1	0.0011898759190986	0.0464861125769869	0.045296236657888296	0.2309349223674006	0.204877656214188	-0.026057266153212605		0.4636736601107499	True	0.0091682011261582	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BRWD1	0.0016740945337194	0.0341043790613761	0.0324302845276567	0.2125668602664018	0.1715416389722399	-0.04102522129416192		0.5914962996403045	True	0.0101251285523176	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BSG	-0.0003077605554445	0.0716204307643975	0.071928191319842	0.3247709110501396	0.2988275248590935	-0.025943386191046136		0.4098480583851209	True	0.0047261118888854	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BST2	0.0160441448802606	0.175572787123437	0.1595286422431764	0.7695919270020012	0.6515272863178293	-0.11806464068417188		0.5332282722702999	True	0.0854202955961227	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BTG2	0.0022039755066537	0.0597612441495169	0.057557268642863195	0.4134203273364583	0.3768202859342178	-0.03660004140224049		0.440533767103659	True	0.0219445303082466	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	BUB3	-0.000109246059644	0.0828457913342052	0.0829550373938492	0.3077764616861584	0.2895832223980239	-0.01819323928813449		0.3521595871703469	True	0.005615007597953	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	C11orf96	0.0002768189312767	0.3089765028371743	0.30869968390589764	0.3331403377653115	0.2626626253412086	-0.07047771242410289		0.628867813859434	True	0.0597198754549026	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	C1QA	-0.0045081669049546	0.5474507826996419	0.5519589496045965	0.3681667877853515	0.2295036152982751	-0.1386631724870764		0.7806929546256993	True	0.0962414294481277	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	C1QB	-0.0070042533388866	0.5658004421669551	0.5728046955058417	0.3380992160040638	0.1976100514756487	-0.1404891645284151		0.8084698327100778	True	0.0813051387667656	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	C1QBP	-0.0003913659608205	0.1375500539162872	0.1379414198771077	0.3898750153678423	0.373452114088368	-0.016422901279474322		0.3075704611473564	True	0.0070029273629188	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	C1R	-0.0037206575096659	0.3951746575066007	0.39889531501626657	0.4192561656402633	0.2370905552728771	-0.1821656103673862		0.813271470709853	True	0.1191419661045074	True
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	C1S	-0.0015706722133946	0.3884761884402569	0.39004686065365146	0.3775307452190779	0.2389086178520109	-0.13862212736706703		0.769379840106588	True	0.0761805102229118	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	C2	0.0008128508110521	0.0916688745561925	0.0908560237451404	0.2700301191911887	0.2423027231008062	-0.027727396090382495		0.4472863467317634	True	0.0081795612350106	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	C3	-0.0085706796704747	0.2614770970191678	0.2700477766896425	0.6578391908818667	0.4686121173487134	-0.18922707353315332		0.697974295883718	True	0.0547212772071361	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CAB39	0.0006746307518134	0.0492028418930233	0.0485282111412099	0.2365033496465627	0.2004078978729834	-0.036095451773579285		0.5314170292743556	True	0.0068784272298216	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CADM1	0.0053704176506519	0.0608414313858393	0.0554710137351874	0.4053506570064393	0.3425121999995215	-0.06283845700691781		0.533761788795846	True	0.0282390024513006	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CALCOCO2	-0.0012398726879228	-0.0012398726879228	0.0	0.2457799610013178	0.2457799610013178	0.0			False	0.0043881619349122	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CALD1	-0.0011127496169861	0.4525550034143876	0.4536677530313737	0.4757371249962385	0.3179860211665352	-0.1577511038297033		0.7437547309878582	True	0.0814583897590637	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CALM2	0.0074030936778259	0.1754768629236276	0.1680737692458017	0.6289021693351164	0.6187146411366996	-0.01018752819841684		0.2447639415773848	True	0.013348814100027	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CALM3	0.0013077874413369	0.0607053809842281	0.059397593542891196	0.2397735843546927	0.2075374171665572	-0.03223616718813552		0.5046797858509451	True	0.0045478157699108	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CALU	-0.0012914456329381	0.077502290518031	0.0787937361509691	0.3923434965192428	0.3262844914716475	-0.06605900504759527		0.5494661073134331	True	0.0076259803026914	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CAMKK2	0.0008747380578428	0.0446300416238925	0.0437553035660497	0.2264776065752592	0.2005455920545677	-0.025932014520691493		0.466917022024212	True	0.0021531751845031	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CAND1	0.001033259905832	0.0397934319213913	0.0387601720155593	0.2969773155591821	0.2370808376453254	-0.059896477913856716		0.6001278732159734	True	0.0142922867089509	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CANT1	0.0005981709679099	0.0547062083471159	0.054108037379206	0.2437730695589712	0.2190346564164796	-0.024738413142491616		0.443196256737289	True	-0.0042393947951495	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CANX	0.002014698186045	0.1439678733264494	0.1419531751404044	0.4985189029789791	0.4813157521746949	-0.017203150804284195		0.29356374530204	True	0.0099358083680272	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CAPG	0.0012835939063666	0.226270636814739	0.2249870429083724	0.3163174687525914	0.2663344327098393	-0.049983036042752116		0.5488783524858795	True	0.0077102491632103	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CAPN1	0.0014182965537988	0.0944557917519318	0.09303749519813301	0.3369594170312899	0.2967854974041071	-0.04017391962718281		0.4767207636099383	True	0.0051824608817696	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CAPN2	0.0014052896767617	0.057272740257085	0.0558674505803233	0.3256371725635608	0.2636531601523313	-0.06198401241122947		0.5795808963145533	True	0.014921267516911	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CAPNS1	0.0002476848464032	0.0947007513503171	0.0944530665039139	0.3647304699215306	0.3280605968863389	-0.0366698730351917		0.4453767944827095	True	0.0118705807253718	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CAPZB	0.0048132544454481	0.1119112223854409	0.10709796793999281	0.3356556325279108	0.2928107444609211	-0.04284488806698972		0.5025004967922364	True	0.0002081134443869	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CARHSP1	-0.0027930768431796	0.0244588959191756	0.027251972762355203	0.30394014085326	0.2802377618065607	-0.023702379046699307		0.4028622088994604	True	-0.0054266285151243	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CARM1	-0.0019376231210958	0.0276626333887936	0.0296002565098894	0.2545744098370714	0.2211838262699137	-0.03339058356715771		0.4954674156214003	True	-0.0011919955722987	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CARTPT	-0.0072510434202813	0.1340921764291472	0.1413432198494285	0.3303207607364082	0.2719977772822552	-0.05832298345415299		0.567409892077122	True	0.0595512837171554	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CAST	-0.0002973070406633	0.0265332236053116	0.0268305306459749	0.2213078594477854	0.1764426955778023	-0.0448651638699831		0.6007888806214993	True	-0.0069832084700465	False
OV_VisiumHD_FFPE_to_CosMx6K	Benchmark_02	OV	Visium HD FFPE	CosMx 6K	CAT	-0.00053360154958	0.0551386288357254	0.0556722303853054	0.304053928681352	0.2859395303234426	-0.0181143983579094		0.3546055344467099	True	0.0047410922124981	False
