extension	setting	stage	source_embryo	direction	frozen_ridge	frozen_gain	budget	record_type	outer_fold	n_train_cells	n_test_cells	panel_genes	median_residual_pearson	mean_residual_mse	coverage_mean_max_squared_correlation	redundancy_mean_pairwise_squared_correlation	evaluation_unit
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	32	outer_fold	2	16675	1921	lamb1a,sox11a,klf2b,zic3,cdh6,six4a,lmo4a,lft2,irx1b,tfap2c,foxn2b,six4b,fezf2,rbbp4,zeb1a,si:dkey-92i17.2,irx5a,kazald2,apoc1,sox13,ripply1,bmp2b,kdrl,olig4,gata5,zgc:174154,efnb2a,rfx2,vox,tdgf1,casz1,dbx1a	0.40340314239801317	0.3357649260190964	0.2316672197791831	0.03222454907245388	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	8	outer_fold	3	16284	2312	lamb1a,sox11a,efnb2b,cst3,zic3,six4b,aplnra,tfap2c	0.32971028978032735	0.43263065766668635	0.1533560785728093	0.055936573135685765	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	16	outer_fold	3	16284	2312	lamb1a,sox11a,efnb2b,cst3,zic3,six4b,aplnra,tfap2c,sox3,ndr2,apoc1,cxcr4a,foxi1,gata2a,elob,oclna	0.3497818046669595	0.4190949435052923	0.18121037442568838	0.05131925652667649	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	32	outer_fold	3	16284	2312	lamb1a,sox11a,efnb2b,cst3,zic3,six4b,aplnra,tfap2c,sox3,ndr2,apoc1,cxcr4a,foxi1,gata2a,elob,oclna,fezf2,pax6a,zic2a,kazald2,bmp4,mns1,ntd5,si:ch211-106e7.2,syne2b,ism1,cmtm6,zbtb18,twist2,ved,rab11fip4a,pmp22b	0.3890893496607948	0.4000243388306594	0.21373396677107598	0.0347897945997916	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	8	outer_fold	4	16367	2229	lamb1a,sox11a,six4a,xbp1,her9,lmnb1,cdh2,sox17	0.3243913053651577	0.43891953889877394	0.15063657072634337	0.05297173896895923	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	16	outer_fold	4	16367	2229	lamb1a,sox11a,six4a,xbp1,her9,lmnb1,cdh2,sox17,tp63,lbx2,axin2,chrd,srrm4,irx1b,meis2a,rx3	0.3703357627473765	0.40922376371004404	0.17536501642755645	0.02477020455952914	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	32	outer_fold	4	16367	2229	lamb1a,sox11a,six4a,xbp1,her9,lmnb1,cdh2,sox17,tp63,lbx2,axin2,chrd,srrm4,irx1b,meis2a,rx3,tfap2c,olig4,rreb1a,kazald2,ndufv3,fzd7b,cmtm6,tmed2,lft2,foxb1a,pfn2,fezf2,sox13,vent,ephb3a,map1lc3b	0.40686501097455724	0.3861338082961638	0.21523504817753028	0.02480964016329088	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	8	outer_fold	5	16592	2004	lamb1a,sox11a,pcdh8,cdh6,zeb1a,zic2a,tfap2c,sox17	0.31340851762904587	0.492585722204113	0.15734331223187764	0.05467477214246611	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	16	outer_fold	5	16592	2004	lamb1a,sox11a,pcdh8,cdh6,zeb1a,zic2a,tfap2c,sox17,olig4,foxi1,chrd,tuba8l2,her9,pfn2,map1lc3b,tdgf1	0.33998336425828385	0.4737684450589564	0.17656552612644041	0.04733465598208656	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	32	outer_fold	5	16592	2004	lamb1a,sox11a,pcdh8,cdh6,zeb1a,zic2a,tfap2c,sox17,olig4,foxi1,chrd,tuba8l2,her9,pfn2,map1lc3b,tdgf1,fzd7b,sall3a,efnb2b,kdrl,mycla,ccne2,hoxb1b,ved,apoc1,xbp1,tead1b,rfx2,lbx2,ackr3b,aplnra,cdc42ep4a	0.3792146324879971	0.4513747392178713	0.21771234853118612	0.033935022840484066	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	8	outer_fold	6	16058	2538	lamb1a,sox11a,six4a,cdh6,irx1b,dlx3b,ndr2,xbp1	0.304350405736392	0.3873488107363699	0.1641808718517163	0.05712400595562357	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	16	outer_fold	6	16058	2538	lamb1a,sox11a,six4a,cdh6,irx1b,dlx3b,ndr2,xbp1,sox17,sdc4,hoxb1b,pfn2,szl,foxc1b,elf1,mgst3b	0.337096636162105	0.3703734107609803	0.1911190603257258	0.03783616822293553	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	32	outer_fold	6	16058	2538	lamb1a,sox11a,six4a,cdh6,irx1b,dlx3b,ndr2,xbp1,sox17,sdc4,hoxb1b,pfn2,szl,foxc1b,elf1,mgst3b,cdca8,uncx4.1,twist2,her9,etv5a,tp63,six7,bmp4,ved,zic3,tpx2,fzd7b,si:ch211-106e7.2,snrpd3,ccne2,gata5	0.3684570694827814	0.3441249583091513	0.22489718305306514	0.028960876518424845	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	8	outer_fold	7	16069	2527	lamb1a,sox11a,six4a,cdh6,gata2a,sox17,irx1b,klf2a	0.280563520458835	0.4440604411574161	0.15813367613677645	0.05957162569169593	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	16	outer_fold	7	16069	2527	lamb1a,sox11a,six4a,cdh6,gata2a,sox17,irx1b,klf2a,kmt2bb,snai1a,tead1b,axin2,si:ch211-113a14.12,mgst3b,frmd4ba,sall3a	0.3154471780962807	0.4289234385750909	0.17770593495360298	0.03516460118376661	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	32	outer_fold	7	16069	2527	lamb1a,sox11a,six4a,cdh6,gata2a,sox17,irx1b,klf2a,kmt2bb,snai1a,tead1b,axin2,si:ch211-113a14.12,mgst3b,frmd4ba,sall3a,klf3,meis2a,foxp1b,si:dkey-92i17.2,snai2,tgif1,cnmd,zbtb18,ripply1,lratb.1,tuba8l2,trps1,her9,zeb1a,dynll1,skila	0.3834184490335552	0.40261444954455555	0.2250545247665413	0.025388285955149754	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	8	outer_summary	ALL			znf185,snai1a,xbp1,tuba8l2,bmp4,sox11b,lmo4a,irx1b	0.3188999114971018	0.4198422669238603	0.16686148379878893	0.06299580986920392	median/mean across eight held-out source spatial octants
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	16	outer_summary	ALL			znf185,snai1a,xbp1,tuba8l2,bmp4,sox11b,lmo4a,irx1b,cdh2,fezf2,foxn2b,sox5,cxcr4a,fzd7b,dynll1,foxi1	0.34488258446262166	0.402263848956137	0.18885164634414414	0.03627113599081834	median/mean across eight held-out source spatial octants
post-hoc experimental-design extension	75p_E1_to_E2	75% epiboly	E1	E1→E2	10.0	1.0	32	outer_summary	ALL			znf185,snai1a,xbp1,tuba8l2,bmp4,sox11b,lmo4a,irx1b,cdh2,fezf2,foxn2b,sox5,cxcr4a,fzd7b,dynll1,foxi1,ndr2,sall3a,zic3,zeb1a,six7,cdca8,mgst3b,lmnb1,apoc1,kdrl,kazald2,lft2,pfn2,irx5a,axin2,pcdh10b	0.3933634607571127	0.3793977744577357	0.2303676101981311	0.03155548853882524	median/mean across eight held-out source spatial octants
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	8	outer_fold	0	15598	2347	lamb1a,sox11a,xbp1,six4a,otx2b,znf185,lamp2,cdca8	0.32532320022496286	0.41848042510375166	0.1639256532808457	0.06064509826123114	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	16	outer_fold	0	15598	2347	lamb1a,sox11a,xbp1,six4a,otx2b,znf185,lamp2,cdca8,foxi1,skia,zic2a,sox10,grhl2b,lima1a,rab11fip4a,axin2	0.35263281655769446	0.39079109570818965	0.18761345141788277	0.03325509491297177	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	32	outer_fold	0	15598	2347	lamb1a,sox11a,xbp1,six4a,otx2b,znf185,lamp2,cdca8,foxi1,skia,zic2a,sox10,grhl2b,lima1a,rab11fip4a,axin2,foxb1b,nog1,zeb1b,tuba8l2,pfn2,cxcr4a,esrra,creb3l1,irx1b,apoc1,syne2b,foxd5,foxc1b,ndufv3,si:dkey-261m9.12,mibp2	0.40773562036905714	0.3666193589890182	0.22306717791178043	0.026037377647837562	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	8	outer_fold	1	15837	2108	lamb1a,sox11a,klf2b,zeb1a,id3,otx2b,lamp2,six4a	0.32406544579436564	0.47753445014618223	0.16296665605637825	0.0656810197341384	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	16	outer_fold	1	15837	2108	lamb1a,sox11a,klf2b,zeb1a,id3,otx2b,lamp2,six4a,irx1b,foxi1,zic3,sox17,foxd5,nog1,si:dkey-108k21.14,ccne2	0.3790658865621968	0.4403099238629629	0.18547691388662002	0.05150978991758127	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	32	outer_fold	1	15837	2108	lamb1a,sox11a,klf2b,zeb1a,id3,otx2b,lamp2,six4a,irx1b,foxi1,zic3,sox17,foxd5,nog1,si:dkey-108k21.14,ccne2,zeb2b,rdh10b,foxb1b,dharma,fn1b,mibp2,hivep2a,cdkn1ca,itm2cb,tead1b,sdc4,pfn2,si:ch211-106e7.2,mgst3b,kazald2,aurkb	0.41611426917700023	0.4167984598010079	0.215802644308188	0.026325217400034084	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	8	outer_fold	2	15925	2020	lamb1a,sox11a,klf2b,otx2b,tram1,zic2a,zeb1a,ets2	0.29046116221538665	0.4198344484802581	0.15049739462015266	0.053473129228109824	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	16	outer_fold	2	15925	2020	lamb1a,sox11a,klf2b,otx2b,tram1,zic2a,zeb1a,ets2,irx1b,six4b,six4a,nasp,arl4d,lamp2,foxb1b,six7	0.32405982344679435	0.40358142549130477	0.1844452103636593	0.04701768902767845	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	32	outer_fold	2	15925	2020	lamb1a,sox11a,klf2b,otx2b,tram1,zic2a,zeb1a,ets2,irx1b,six4b,six4a,nasp,arl4d,lamp2,foxb1b,six7,her6,mycn,skia,vgll4l,ntd5,si:dkey-108k21.14,zic3,tmed10,mdm2,pitx2,hoxc3a,hesx1,hsp90aa1.2,atoh1c,pax3a,foxi1	0.35299084758894234	0.38075667013587544	0.21781895214489233	0.02970262852447043	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	8	outer_fold	3	15447	2498	lamb1a,sox11a,klf2b,foxd5,meis1b,irx1b,ackr3b,smtnl	0.3154675142022936	0.40191691836502175	0.15144171339348728	0.057154896948758804	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	16	outer_fold	3	15447	2498	lamb1a,sox11a,klf2b,foxd5,meis1b,irx1b,ackr3b,smtnl,dynll1,zic2a,otx2b,atp2b1a,zeb1b,nog1,crabp2b,fn1b	0.37545305674285595	0.3780098607838975	0.18151986046349913	0.049486384089067255	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	32	outer_fold	3	15447	2498	lamb1a,sox11a,klf2b,foxd5,meis1b,irx1b,ackr3b,smtnl,dynll1,zic2a,otx2b,atp2b1a,zeb1b,nog1,crabp2b,fn1b,cdca8,sall3a,irf2a,aurkb,creb3l2,creb3l1,sox17,pax3a,mycla,ets2,cd63,si:dkey-68o6.5,ndufv3,mab21l2,C7H16orf87,mgst3b	0.4047725701904811	0.36372392142139315	0.21626885337712037	0.023782262894469375	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	8	outer_fold	4	15784	2161	lamb1a,sox11a,tfap2a,xbp1,otx2b,meis1b,atp2b1a,six4b	0.3571828200554303	0.42233322455972094	0.15765651525852514	0.0521281454175575	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	16	outer_fold	4	15784	2161	lamb1a,sox11a,tfap2a,xbp1,otx2b,meis1b,atp2b1a,six4b,ntd5,foxd5,nasp,nckap5l,zic3,foxn2b,bmp4,tead1b	0.40671776166955803	0.3992193000323429	0.18638081536029005	0.04409935960047608	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	32	outer_fold	4	15784	2161	lamb1a,sox11a,tfap2a,xbp1,otx2b,meis1b,atp2b1a,six4b,ntd5,foxd5,nasp,nckap5l,zic3,foxn2b,bmp4,tead1b,grhl2b,her2,tuba8l2,perp,zeb1b,sox17,efna1a,gfi1aa,tpx2,pttg1,hoxb1b,six7,rdh10b,hesx1,ndufv3,fzd7b	0.4524633104804003	0.37325947151991073	0.22477718405915964	0.026697852370120945	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	8	outer_fold	5	15588	2357	lamb1a,crabp2b,klf2b,xbp1,pcdh10b,otx2b,lamp2,sox17	0.2840340297059541	0.5584664463823525	0.1652299588663117	0.05738511258137692	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	16	outer_fold	5	15588	2357	lamb1a,crabp2b,klf2b,xbp1,pcdh10b,otx2b,lamp2,sox17,foxd5,irx1b,apoc1,fn1b,nckap5l,skia,rdh10b,six4a	0.3226795308481089	0.5371753444595134	0.1868976903535073	0.041930616862205235	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	32	outer_fold	5	15588	2357	lamb1a,crabp2b,klf2b,xbp1,pcdh10b,otx2b,lamp2,sox17,foxd5,irx1b,apoc1,fn1b,nckap5l,skia,rdh10b,six4a,cdca8,dkk1b,hoxb1b,rreb1a,rnd1b,fezf2,atoh1c,gadd45gip1,tead1a,foxp1b,foxb1a,kazald2,zeb2b,tcf7l2,her6,sall3a	0.36099869700540355	0.5138633838767837	0.2180254231225562	0.026404768763917123	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	8	outer_fold	6	15500	2445	lamb1a,sox11a,pcdh8,rrbp1b,frmd4ba,irx1b,otx2b,foxi1	0.3471273251904173	0.3845714978772466	0.15399948660954219	0.04577379609462768	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	16	outer_fold	6	15500	2445	lamb1a,sox11a,pcdh8,rrbp1b,frmd4ba,irx1b,otx2b,foxi1,sox17,nog1,zeb1a,zic2a,lamp2,tmed10,sox5,si:ch211-113a14.12	0.3706683332484318	0.3703706220443504	0.17880791118157802	0.04020172818707558	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	32	outer_fold	6	15500	2445	lamb1a,sox11a,pcdh8,rrbp1b,frmd4ba,irx1b,otx2b,foxi1,sox17,nog1,zeb1a,zic2a,lamp2,tmed10,sox5,si:ch211-113a14.12,dynll1,foxb1b,tead1b,creb3l1,ndufv3,pax6b,cdca8,her9,si:dkey-68o6.5,acvr1ba,olig4,fnbp1l,cd63,h1-0,plagl2,nanog	0.40308902549633957	0.35598561582760657	0.20985947850977027	0.019411061164264703	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	8	outer_fold	7	15936	2009	lamb1a,sox11a,foxd5,zic2a,lamp2,crabp2b,perp,dynll1	0.33927331400198973	0.4699679942456933	0.15934644518596885	0.060366590967815534	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	16	outer_fold	7	15936	2009	lamb1a,sox11a,foxd5,zic2a,lamp2,crabp2b,perp,dynll1,sox17,otx2b,pcdh8,si:dkey-108k21.14,dynll2b,ndufv3,her9,aurkb	0.37113261781305573	0.45922100789546527	0.18687164984777266	0.03706747827021816	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	32	outer_fold	7	15936	2009	lamb1a,sox11a,foxd5,zic2a,lamp2,crabp2b,perp,dynll1,sox17,otx2b,pcdh8,si:dkey-108k21.14,dynll2b,ndufv3,her9,aurkb,foxi1,ism1,pfn2,zfand5a,C7H16orf87,zeb2b,etv5a,foxp1b,sall3a,pcdh10b,hsp90aa1.2,six4b,foxc1b,arhgap5,ved,lima1a	0.3988098080112873	0.43329272323243545	0.22665361093170483	0.024832510747655134	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	8	outer_summary	ALL			lamb1a,sox11a,klf2b,lamp2,id3,otx2b,zic2a,foxd5	0.3246943230096643	0.4441381756450284	0.15753096572154288	0.05600063053404343	median/mean across eight held-out source spatial octants
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	16	outer_summary	ALL			lamb1a,sox11a,klf2b,lamp2,id3,otx2b,zic2a,foxd5,sox2,irf2a,foxi1,ets2,her9,rrbp1b,perp,nkx2.5	0.3709004755307438	0.42233482253475335	0.18703239323222795	0.05084585669452665	median/mean across eight held-out source spatial octants
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	32	outer_summary	ALL			lamb1a,sox11a,klf2b,lamp2,id3,otx2b,zic2a,foxd5,sox2,irf2a,foxi1,ets2,her9,rrbp1b,perp,nkx2.5,arhgap5,usf1,map1lc3b,gli2a,sox17,fzd7b,irx1b,nckap5l,bach1b,tpx2,skia,cdca8,fn1b,tead1b,gata2a,nr2f2	0.40393079784341035	0.40053745060050383	0.21852615167531703	0.0273448587096819	median/mean across eight held-out source spatial octants
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	8	outer_fold	0	19430	3045	six4a,rrbp1b,raraa,nsd2,tfap2a,aurkb,foxd5,prmt1	0.14691770083858074	0.3721273233094396	0.12969828253868748	0.04282991563271534	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	16	outer_fold	0	19430	3045	six4a,rrbp1b,raraa,nsd2,tfap2a,aurkb,foxd5,prmt1,alcamb,sox11a,lbx2,gfi1aa,adka,syne2b,lamp2,her1	0.19362632687962028	0.35862057002065617	0.15506221158397854	0.03551537775235752	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	32	outer_fold	0	19430	3045	six4a,rrbp1b,raraa,nsd2,tfap2a,aurkb,foxd5,prmt1,alcamb,sox11a,lbx2,gfi1aa,adka,syne2b,lamp2,her1,kirrel3l,fscn1a,sox5,twist2,sox32,meis1b,akap12b,myclb,erf,efnb2a,notch1a,cux1a,six4b,rx3,nrarpa,meis3	0.2598302109927211	0.32371717535652467	0.19274337462301472	0.030252267228697352	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	8	outer_fold	1	19656	2819	six4a,nsd2,cst3,tfap2a,sox11a,prmt1,ntd5,aspm	0.1636374520448476	0.3593717475342355	0.12363431830712143	0.03782106715444032	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	16	outer_fold	1	19656	2819	six4a,nsd2,cst3,tfap2a,sox11a,prmt1,ntd5,aspm,lbx2,zic3,dact2,nrarpa,foxd5,syne2b,apoc1,raraa	0.20169892783048898	0.3432864836587158	0.14924322674791418	0.031152217531303684	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	32	outer_fold	1	19656	2819	six4a,nsd2,cst3,tfap2a,sox11a,prmt1,ntd5,aspm,lbx2,zic3,dact2,nrarpa,foxd5,syne2b,apoc1,raraa,efnb2a,creb3l2,meis3,arl4aa,nid2a,myclb,dynll1,pax2a,snai2,cdh2,hoxc6a,irx5a,cdh6,foxb1b,itga6a,tmed10	0.2622545706829984	0.3162129660768357	0.18665947654330253	0.02577450169965021	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	8	outer_fold	2	19667	2808	fn1b,tuba1a,cst3,tfap2a,ncapd2,nid2a,nasp,nrarpa	0.2627583881421007	0.36893517158405936	0.12934284973361887	0.06434313616800427	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	16	outer_fold	2	19667	2808	fn1b,tuba1a,cst3,tfap2a,ncapd2,nid2a,nasp,nrarpa,prmt1,dact2,ccnf,chrd,meis2a,zic3,adka,cdkn1ca	0.29979220037896087	0.3484648687299625	0.1515288617725502	0.03485285909292548	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	32	outer_fold	2	19667	2808	fn1b,tuba1a,cst3,tfap2a,ncapd2,nid2a,nasp,nrarpa,prmt1,dact2,ccnf,chrd,meis2a,zic3,adka,cdkn1ca,dynll1,etv5b,rrbp1b,snai2,efnb2a,cdh6,tuba8l2,atoh1c,cdh2,pbx1b,irx7,erf,mcm2,drll.2,fezf2,tcf7	0.3439214652147483	0.32657032502498506	0.19513761545012104	0.029513460263362636	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	8	outer_fold	3	19909	2566	snai1a,fn1b,nasp,tfap2a,sox11a,ncapd2,nid2a,krt18a.1	0.28186309273649585	0.389439326841369	0.13429691725667242	0.10683490209280368	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	16	outer_fold	3	19909	2566	snai1a,fn1b,nasp,tfap2a,sox11a,ncapd2,nid2a,krt18a.1,zeb1b,aurkb,dact2,nrarpa,prmt1,tead1b,erf,six4a	0.3236731840535463	0.3688660895729686	0.15569668279269605	0.059436707697583406	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	32	outer_fold	3	19909	2566	snai1a,fn1b,nasp,tfap2a,sox11a,ncapd2,nid2a,krt18a.1,zeb1b,aurkb,dact2,nrarpa,prmt1,tead1b,erf,six4a,apoc1,chrd,cdh6,foxd5,efnb2a,gata5,zic3,lima1a,bmp7a,dynll1,prdm1a,efna1a,six4b,notch1a,elavl3,alcamb	0.3759087612904406	0.3377926888305086	0.19315010908971952	0.037953996131666334	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	8	outer_fold	4	20216	2259	efemp2b,nsd2,gata5,tfap2a,sox11a,rrbp1b,trps1,prmt1	0.15388194065297306	0.36865839909730663	0.12722706273487625	0.07522834836167225	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	16	outer_fold	4	20216	2259	efemp2b,nsd2,gata5,tfap2a,sox11a,rrbp1b,trps1,prmt1,cenpf,tbx16l,fn1a,mab21l2,ddx4,tagln2,foxd5,lbx2	0.18955270696694354	0.35388337894232347	0.16704763339620493	0.05063179679316731	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	32	outer_fold	4	20216	2259	efemp2b,nsd2,gata5,tfap2a,sox11a,rrbp1b,trps1,prmt1,cenpf,tbx16l,fn1a,mab21l2,ddx4,tagln2,foxd5,lbx2,msx3,lhfpl6,irx5a,meis3,fscn1a,cdkn1ca,klf2b,emid1,sall1a,emx3,ved,rac1a,foxb1b,efnb2a,apoc1,pax6a	0.23166258965684552	0.33543544281658594	0.20057418835906066	0.0297893710602504	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	8	outer_fold	5	19360	3115	six4a,nsd2,tfap2c,rrbp1b,sox11a,aspm,ntd5,cdh6	0.1627655943748222	0.37391676105939664	0.1285421816224113	0.04439920353202191	source cells in one held-out spatial octant; genes are technical units
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	16	outer_fold	5	19360	3115	six4a,nsd2,tfap2c,rrbp1b,sox11a,aspm,ntd5,cdh6,prmt1,lbx2,msx3,zeb1b,foxd5,dact2,mab21l2,tead1b	0.21529843207346439	0.357963305655937	0.154866104908612	0.032545590731090014	source cells in one held-out spatial octant; genes are technical units
