target_key	stage	annotation	class	n_cells	cell_fraction	median_absolute_truth_residual	median_within_class_truth_residual_variance	hyperspatial_map_calibrated_fusion__median_within_class_residual_pearson	hyperspatial_map_calibrated_fusion__genes_with_positive_within_class_recovery	anchor_only_calibrated__median_within_class_residual_pearson	anchor_only_calibrated__genes_with_positive_within_class_recovery	atlas_plus_global_anchor_residual__median_within_class_residual_pearson	atlas_plus_global_anchor_residual__genes_with_positive_within_class_recovery	atlas_plus_local_anchor_residual__median_within_class_residual_pearson	atlas_plus_local_anchor_residual__genes_with_positive_within_class_recovery	n_genes	primary_method
75p_E1_to_E2	75% epiboly	clusters	Mesoderm Lateral Anterior	403	0.0224575090554472	0.4618751108646393	0.3919793963432312	0.3872408866882324	464	0.4043795168399811	464	0.23845435678958893	462	0.24412347376346588	459	465	hyperspatial_map_calibrated_fusion
75p_E1_to_E2	75% epiboly	clusters	Mesoderm Lateral Margin - Epiblast	312	0.017386458623572024	0.3993907570838928	0.311085045337677	0.4405536949634552	464	0.4587683081626892	465	0.22545239329338074	447	0.2356584370136261	448	465	hyperspatial_map_calibrated_fusion
75p_E1_to_E2	75% epiboly	clusters	Mesoderm Somitic	869	0.04842574533296183	0.44582781195640564	0.38142475485801697	0.3971770405769348	465	0.40924495458602905	465	0.21352748572826385	460	0.23136863112449646	459	465	hyperspatial_map_calibrated_fusion
75p_E1_to_E2	75% epiboly	clusters	Mesoderm Ventral	1610	0.0897185845639454	0.41131627559661865	0.31281062960624695	0.43811067938804626	465	0.4530782699584961	465	0.25067105889320374	463	0.2557982802391052	460	465	hyperspatial_map_calibrated_fusion
75p_E1_to_E2	75% epiboly	clusters	Mesoderm Ventral Margin - Epiblast	1757	0.09791028141543605	0.39820554852485657	0.3079864978790283	0.436551570892334	464	0.45656904578208923	465	0.21427878737449646	461	0.22001874446868896	461	465	hyperspatial_map_calibrated_fusion
75p_E1_to_E2	75% epiboly	clusters	Notochord	604	0.03365840066870995	0.43330174684524536	0.35493960976600647	0.40063855051994324	460	0.4138423800468445	460	0.23020094633102417	448	0.24860967695713043	451	465	hyperspatial_map_calibrated_fusion
75p_E1_to_E2	75% epiboly	clusters	Prechordal Plate	314	0.017497910281415435	0.4469648599624634	0.3473530411720276	0.36724594235420227	463	0.37417712807655334	464	0.2283364236354828	449	0.22464892268180847	446	465	hyperspatial_map_calibrated_fusion
75p_E1_to_E2	75% epiboly	clusters	Primordial Germ Cells	21	0.0011702424073558094	0.521108865737915	0.32914841175079346	0.36486124992370605	422	0.4019702672958374	429	0.17246969044208527	338	0.19354979693889618	355	465	hyperspatial_map_calibrated_fusion
75p_E1_to_E2	75% epiboly	clusters	YSL	376	0.020952911674561158	0.7138873934745789	0.753817617893219	0.4104572534561157	462	0.4169251024723053	462	0.3038334548473358	462	0.2859806716442108	462	465	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	germlayer	Ectoderm	9401	0.5055388255538825	0.40458956360816956	0.3273563086986542	0.42559704184532166	467	0.43207070231437683	467	0.2416623830795288	467	0.2346435934305191	466	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	germlayer	Endoderm	574	0.030866853086685308	0.4216609597206116	0.2937687337398529	0.46846747398376465	465	0.47208213806152344	464	0.28100934624671936	465	0.2897157073020935	463	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	germlayer	Mesoderm	6035	0.32453215745321573	0.41026148200035095	0.3293701708316803	0.47775793075561523	467	0.4828138053417206	466	0.32917624711990356	465	0.3238312304019928	467	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	germlayer	Other	2586	0.1390621639062164	0.6208014488220215	0.6938366889953613	0.48729875683784485	467	0.49779120087623596	467	0.36880800127983093	466	0.3644120693206787	465	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	type	Epiblast	13460	0.7238115723811572	0.43142247200012207	0.40380722284317017	0.47428885102272034	467	0.47894513607025146	467	0.3235306441783905	467	0.31798991560935974	467	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	type	Hypoblast	5136	0.27618842761884277	0.4262276291847229	0.36321762204170227	0.480465829372406	467	0.4767199456691742	467	0.36209729313850403	467	0.36097490787506104	466	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	Dorsal Forerunner Cells	42	0.0022585502258550224	0.5235827565193176	0.27056193351745605	0.3707806169986725	442	0.40598130226135254	446	0.15289396047592163	354	0.1819266676902771	362	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	EVL Animal	1840	0.09894600989460099	0.6289539337158203	0.6233440041542053	0.4303017556667328	466	0.4386973977088928	466	0.29645052552223206	465	0.29536497592926025	466	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	EVL Marginal	211	0.011346526134652613	0.585361123085022	0.6392186880111694	0.5132302045822144	467	0.5292642116546631	467	0.3103393614292145	460	0.3196142315864563	458	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	Ectoderm Dorsal Anterior	2188	0.11765971176597118	0.39012113213539124	0.2967473566532135	0.39500316977500916	467	0.4062694013118744	467	0.20880265533924103	465	0.19699668884277344	463	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	Ectoderm Dorsal Posterior	1258	0.06764895676489567	0.3828538656234741	0.2809392511844635	0.3640059530735016	467	0.3712548315525055	466	0.1696699559688568	461	0.1721488982439041	457	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	Ectoderm Lateral Anterior	888	0.04775220477522048	0.42264115810394287	0.316122829914093	0.4409306049346924	467	0.4553232192993164	467	0.2359122931957245	458	0.2250412553548813	462	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	Ectoderm Lateral Posterior	1549	0.08329748332974833	0.41439589858055115	0.30678778886795044	0.4025799036026001	467	0.41607460379600525	467	0.20894211530685425	463	0.19159053266048431	449	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	Ectoderm Ventral Anterior	790	0.04248225424822542	0.39116084575653076	0.3125796914100647	0.4822557270526886	466	0.4935492277145386	467	0.246623694896698	459	0.23938465118408203	457	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	Ectoderm Ventral Posterior	1604	0.08625510862551086	0.4208984971046448	0.3267320692539215	0.4199456572532654	467	0.4291253685951233	467	0.20862634479999542	466	0.21792404353618622	465	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	Ectoderom Dorsal Margin	1124	0.06044310604431061	0.41937267780303955	0.31490257382392883	0.4512922763824463	467	0.46436938643455505	467	0.23667901754379272	454	0.21755298972129822	437	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	Endoderm	532	0.028608302860830288	0.4141795039176941	0.2770586907863617	0.45080453157424927	466	0.46211278438568115	466	0.265510618686676	463	0.2573939263820648	462	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	Mesoderm Lateral Anterior	534	0.028715852871585287	0.4124980866909027	0.28011947870254517	0.4460388422012329	467	0.45498400926589966	467	0.2400471717119217	458	0.2372269481420517	451	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	Mesoderm Lateral Margin - Epiblast	299	0.01607872660787266	0.47713157534599304	0.35261374711990356	0.5308905839920044	465	0.5525704622268677	466	0.2666626274585724	445	0.27531179785728455	438	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	Mesoderm Somitic	973	0.05232308023230802	0.4002264738082886	0.2885693907737732	0.5048899054527283	466	0.5206537842750549	466	0.26415708661079407	466	0.26407697796821594	455	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	Mesoderm Ventral	1733	0.09319208431920843	0.3957197666168213	0.2708241641521454	0.4258781671524048	467	0.43433839082717896	467	0.2338692843914032	466	0.23819124698638916	465	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	Mesoderm Ventral Margin - Epiblast	1709	0.09190148419014842	0.4044138193130493	0.29436442255973816	0.4013882279396057	467	0.4147392213344574	467	0.1861177384853363	462	0.18947872519493103	463	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	Notochord	420	0.022585502258550227	0.4525204300880432	0.3463572561740875	0.4996141493320465	466	0.5095380544662476	467	0.3276742100715637	453	0.320231556892395	448	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	Prechordal Plate	367	0.019735426973542698	0.4376605749130249	0.23794341087341309	0.3794765770435333	463	0.3916359841823578	463	0.22433990240097046	432	0.20729060471057892	434	467	hyperspatial_map_calibrated_fusion
75p_E2_to_E1	75% epiboly	clusters	YSL	516	0.02774790277479028	0.6136465668678284	0.529015064239502	0.49648517370224	465	0.505444347858429	465	0.32650643587112427	462	0.31169599294662476	463	467	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	germlayer	Ectoderm	13472	0.5209993038904788	0.3938228487968445	0.3978430926799774	0.47305023670196533	441	0.47500869631767273	441	0.2948566675186157	440	0.2918994128704071	439	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	germlayer	Endoderm	487	0.01883362982442571	0.4770132303237915	0.5066627860069275	0.4450334310531616	441	0.45683804154396057	441	0.2843516767024994	432	0.25992438197135925	435	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	germlayer	Extraembryonic	1992	0.07703612034960167	0.38366490602493286	0.38537460565567017	0.5370457768440247	441	0.5465805530548096	441	0.33727121353149414	436	0.3325503468513489	431	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	germlayer	Mesoderm	9866	0.38154536313713355	0.40801286697387695	0.39004355669021606	0.5187408924102783	441	0.5232200026512146	441	0.34553393721580505	440	0.32973799109458923	438	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	germlayer	PGC	41	0.0015855827983602753	0.4754207134246826	0.32602396607398987	0.5598555207252502	435	0.5950673222541809	438	0.33389487862586975	382	0.34444108605384827	375	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	type	Axial Mesoderm	1158	0.0447830458658829	0.41177183389663696	0.3663254976272583	0.5198207497596741	438	0.533636212348938	441	0.3363845944404602	425	0.30676934123039246	413	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	type	Endoderm	487	0.01883362982442571	0.4770132303237915	0.5066627860069275	0.4450334310531616	441	0.45683804154396057	441	0.2843516767024994	432	0.25992438197135925	435	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	type	Extraembryonic	1992	0.07703612034960167	0.38366490602493286	0.38537460565567017	0.5370457768440247	441	0.5465805530548096	441	0.33727121353149414	436	0.3325503468513489	431	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	type	Head Mesoderm	915	0.03538556732925981	0.38789424300193787	0.3255007863044739	0.4560717046260834	439	0.477967768907547	440	0.2546895742416382	428	0.23930124938488007	419	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	type	Lateral Plate Mesoderm	2162	0.08361048805011989	0.4193556308746338	0.3748508095741272	0.48548465967178345	441	0.4986744821071625	441	0.30560413002967834	437	0.30255305767059326	433	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	type	Neural Ectoderm	9056	0.35022043468172326	0.37958136200904846	0.3600737154483795	0.44697442650794983	441	0.45313262939453125	441	0.2781355679035187	439	0.27169322967529297	435	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	type	Non-neural Ectoderm	3602	0.13929924974862712	0.42456483840942383	0.4370591938495636	0.48998162150382996	441	0.4998878240585327	441	0.28804367780685425	435	0.2872392237186432	425	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	type	PGC	41	0.0015855827983602753	0.4754207134246826	0.32602396607398987	0.5598555207252502	435	0.5950673222541809	438	0.33389487862586975	382	0.34444108605384827	375	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	type	Somitic Mesoderm	4877	0.18860700750251372	0.40660157799720764	0.3562997281551361	0.4980688691139221	441	0.5174517035484314	441	0.31721630692481995	439	0.3172916769981384	435	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	type	Tailbud	1568	0.06063887384948565	0.4171910881996155	0.34028100967407227	0.46211546659469604	441	0.47229763865470886	441	0.3090175688266754	432	0.31247350573539734	428	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Adaxial Cells	936	0.036197695104029703	0.40613341331481934	0.3370416462421417	0.49597662687301636	439	0.516157329082489	441	0.29612016677856445	433	0.29292032122612	425	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Cephalic Mesoderm	915	0.03538556732925981	0.38789424300193787	0.3255007863044739	0.4560717046260834	439	0.477967768907547	440	0.2546895742416382	428	0.23930124938488007	419	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Cranial Ganglion	49	0.0018949648077964266	0.4604787826538086	0.34089726209640503	0.41330742835998535	431	0.427423894405365	437	0.2205398976802826	368	0.23707778751850128	369	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Diencephalon	409	0.015817155232423236	0.33127400279045105	0.24848833680152893	0.40737828612327576	438	0.4357585608959198	441	0.21128718554973602	414	0.20561715960502625	408	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	EVL + autofluorescence	200	0.007734550235903782	0.42063891887664795	0.46420201659202576	0.5166975855827332	439	0.5193889737129211	439	0.33880141377449036	419	0.3290851414203644	407	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	EVL/Periderm	1514	0.05855054528579163	0.35779839754104614	0.300130695104599	0.54481440782547	441	0.5579015612602234	441	0.31890013813972473	434	0.31462645530700684	431	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Endoderm Pancreatic/Intestinal	306	0.011833861860932786	0.49621886014938354	0.5304898023605347	0.4566483497619629	441	0.4696304500102997	441	0.29975682497024536	433	0.2817626893520355	431	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Endoderm Pharyngeal	181	0.006999767963492923	0.4456734359264374	0.4112887680530548	0.4050215184688568	441	0.4239943325519562	439	0.21400463581085205	411	0.18723967671394348	395	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Epidermis	2151	0.08318508778714517	0.4343043267726898	0.4607544541358948	0.5303202867507935	441	0.5415177345275879	441	0.31458374857902527	435	0.31733837723731995	419	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Floor Plate	412	0.01593317348596179	0.3978905975818634	0.33690840005874634	0.47803303599357605	440	0.49632468819618225	440	0.27164125442504883	415	0.2785324454307556	411	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Forebrain Ventral	579	0.02239152293294145	0.39359191060066223	0.2999204397201538	0.5119554400444031	437	0.5392968654632568	441	0.2707749903202057	406	0.2543761134147644	386	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Heart Primordium	738	0.028540490370484957	0.399603933095932	0.31664028763771057	0.4490705132484436	441	0.46574288606643677	440	0.2437863051891327	436	0.23314400017261505	431	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Hematopoeitic (ICM)	344	0.013303426405754505	0.4245353043079376	0.3377053141593933	0.5025952458381653	441	0.5255086421966553	441	0.30427756905555725	434	0.31050020456314087	425	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Hematopoeitic (RBI)	198	0.007657204733544744	0.4142604470252991	0.33104652166366577	0.46592986583709717	438	0.48900148272514343	441	0.24310225248336792	415	0.24505607783794403	400	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Hindbrain Neurons	156	0.00603294918400495	0.39245137572288513	0.3033246397972107	0.3718150854110718	436	0.39705154299736023	438	0.15877047181129456	378	0.16122478246688843	367	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Hindbrain R1+2	573	0.022159486425864336	0.3403887450695038	0.26603004336357117	0.34150394797325134	432	0.36333391070365906	440	0.15964074432849884	381	0.15591368079185486	372	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Hindbrain R3+4	521	0.020148503364529353	0.31868287920951843	0.2405911684036255	0.3714795410633087	440	0.3896552324295044	441	0.12398622184991837	393	0.11864576488733292	375	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Hindbrain R5+6	347	0.013419444659293062	0.34773382544517517	0.2596350610256195	0.4140254855155945	439	0.4300726652145386	441	0.16894173622131348	397	0.17910850048065186	390	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Hindbrain R7	1068	0.0413024982597262	0.4003371596336365	0.3348526358604431	0.44339317083358765	439	0.4644222855567932	441	0.24291223287582397	422	0.2558802664279938	415	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Intestinal Smooth Muscle	256	0.00990022430195684	0.41376206278800964	0.3378868103027344	0.490570604801178	439	0.5134589672088623	441	0.29075148701667786	428	0.2862929403781891	418	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Midbrain	1095	0.04234666254157321	0.3513670861721039	0.30162668228149414	0.4129566550254822	440	0.43478286266326904	441	0.20341703295707703	415	0.2122700810432434	397	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Neural Crest	535	0.020689921881042617	0.4101630747318268	0.3499448299407959	0.3795967400074005	440	0.39460811018943787	440	0.18725521862506866	423	0.19012612104415894	415	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Notochord	662	0.02560136128084152	0.4273673892021179	0.34189075231552124	0.4791603684425354	436	0.49264606833457947	438	0.30944597721099854	427	0.2983134686946869	419	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Optic Cup	819	0.03167298321602599	0.3154695928096771	0.24796296656131744	0.4639676809310913	441	0.49424564838409424	441	0.24005022644996643	428	0.2371610552072525	416	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Placode Epibranchial	368	0.014231572434062959	0.42465755343437195	0.38938483595848083	0.3965434432029724	438	0.4085826575756073	440	0.21165673434734344	415	0.21164627373218536	413	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Placode Lens	483	0.018678938819707634	0.4108291566371918	0.350801557302475	0.4046207666397095	439	0.41835686564445496	441	0.20836323499679565	412	0.2033812403678894	401	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Placode Otic	564	0.021811431665248664	0.41721731424331665	0.3548998236656189	0.3795061707496643	438	0.3931938111782074	440	0.17749232053756714	418	0.18323618173599243	412	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Placode Trigeminal	404	0.01562379147652564	0.40366119146347046	0.3451246917247772	0.4094361960887909	440	0.43279603123664856	441	0.20683768391609192	415	0.2092454433441162	403	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Prechordal Plate	496	0.01918168458504138	0.3924558758735657	0.2538645565509796	0.48122960329055786	438	0.5137057304382324	441	0.23805809020996094	396	0.19913515448570251	387	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Primordial Germ Cells	41	0.0015855827983602753	0.4754207134246826	0.32602396607398987	0.5598555207252502	435	0.5950673222541809	438	0.33389487862586975	382	0.34444108605384827	375	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Pronephros	626	0.024209142238378837	0.44666898250579834	0.3903850018978119	0.5101290345191956	441	0.5421428084373474	441	0.3149481415748596	426	0.2952306568622589	410	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Segmental Plate	1317	0.05093201330342641	0.37532559037208557	0.31532663106918335	0.47287705540657043	441	0.4855063259601593	441	0.2858193814754486	438	0.29120272397994995	438	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Somites Formed	1569	0.06067754660066517	0.44179925322532654	0.36291196942329407	0.4923282861709595	441	0.519832968711853	441	0.2867441475391388	433	0.27469173073768616	426	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Somites Forming	1055	0.04079975249439245	0.39843931794166565	0.34257957339286804	0.4492698311805725	440	0.47252437472343445	441	0.24576379358768463	427	0.2356707900762558	428	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Spinal Cord	1174	0.0454018098847552	0.4542778730392456	0.39960798621177673	0.41595080494880676	441	0.42745348811149597	440	0.23321886360645294	439	0.242117777466774	431	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Spinal Cord Differentiated	437	0.016899992265449765	0.4803595542907715	0.4415861666202545	0.4437199831008911	439	0.4608769118785858	441	0.26160115003585815	429	0.2826482057571411	425	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Tailbud	1568	0.06063887384948565	0.4171910881996155	0.34028100967407227	0.46211546659469604	441	0.47229763865470886	441	0.3090175688266754	432	0.31247350573539734	428	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	Telencephalon Dorsal	514	0.01987779410627272	0.36346060037612915	0.26973438262939453	0.366036593914032	437	0.37441760301589966	440	0.1741398274898529	405	0.18283620476722717	399	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	tissue	YSL	278	0.010751024827906257	0.5421046018600464	0.5154587626457214	0.5322145223617554	440	0.5634472966194153	441	0.33113300800323486	426	0.2964062988758087	423	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Adaxial Cells - PSM	287	0.011099079588521927	0.40146467089653015	0.2875831425189972	0.48197388648986816	438	0.5021286606788635	441	0.2690637409687042	406	0.26248377561569214	400	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Adaxial Cells - Somite	263	0.010170933560213473	0.41476085782051086	0.30526018142700195	0.4633258283138275	438	0.47721683979034424	441	0.2158186286687851	405	0.22685402631759644	396	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Adaxial Cells - Tailbud	386	0.0149276819552943	0.4041101336479187	0.33003973960876465	0.5122232437133789	439	0.5350435376167297	441	0.3337555229663849	427	0.3110853135585785	420	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Cephalic Mesoderm - anterior	315	0.012181916621548458	0.3949640095233917	0.310062974691391	0.46274885535240173	438	0.48661914467811584	441	0.2439890205860138	421	0.22799117863178253	406	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Cephalic Mesoderm - middle	348	0.013458117410472582	0.37892255187034607	0.30196884274482727	0.42900264263153076	441	0.4464472532272339	441	0.21546639502048492	425	0.19857680797576904	412	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Cephalic Mesoderm - posterior	252	0.009745533297238766	0.39201784133911133	0.3041025400161743	0.459911972284317	437	0.4767482578754425	441	0.24679449200630188	402	0.23554904758930206	393	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Cranial Ganglion	49	0.0018949648077964266	0.4604787826538086	0.34089726209640503	0.41330742835998535	431	0.427423894405365	437	0.2205398976802826	368	0.23707778751850128	369	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Diencephalon	409	0.015817155232423236	0.33127400279045105	0.24848833680152893	0.40737828612327576	438	0.4357585608959198	441	0.21128718554973602	414	0.20561715960502625	408	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	EVL + autofluorescence	200	0.007734550235903782	0.42063891887664795	0.46420201659202576	0.5166975855827332	439	0.5193889737129211	439	0.33880141377449036	419	0.3290851414203644	407	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	EVL/Periderm	1514	0.05855054528579163	0.35779839754104614	0.300130695104599	0.54481440782547	441	0.5579015612602234	441	0.31890013813972473	434	0.31462645530700684	431	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Endoderm Pancreatic/Intestinal	306	0.011833861860932786	0.49621886014938354	0.5304898023605347	0.4566483497619629	441	0.4696304500102997	441	0.29975682497024536	433	0.2817626893520355	431	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Endoderm Pharyngeal	181	0.006999767963492923	0.4456734359264374	0.4112887680530548	0.4050215184688568	441	0.4239943325519562	439	0.21400463581085205	411	0.18723967671394348	395	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Epidermis	2151	0.08318508778714517	0.4343043267726898	0.4607544541358948	0.5303202867507935	441	0.5415177345275879	441	0.31458374857902527	435	0.31733837723731995	419	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Floor Plate - Hindbrain Region	119	0.0046020573903627505	0.3300379812717438	0.23113535344600677	0.4688267111778259	439	0.4882538616657257	441	0.16396450996398926	385	0.16779832541942596	370	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Floor Plate - Spinal Cord	293	0.011331116095599041	0.43011900782585144	0.3382242023944855	0.45844146609306335	439	0.4760496914386749	440	0.26112163066864014	421	0.2780110538005829	419	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Forebrain Ventral	579	0.02239152293294145	0.39359191060066223	0.2999204397201538	0.5119554400444031	437	0.5392968654632568	441	0.2707749903202057	406	0.2543761134147644	386	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Heart Primordium - anterior	346	0.013380771908113542	0.38156482577323914	0.29850900173187256	0.4069943428039551	440	0.42439836263656616	439	0.18242311477661133	413	0.1939603090286255	412	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Heart Primordium - posterior	392	0.015159718462371413	0.41632771492004395	0.3243533968925476	0.4758821129798889	441	0.4984126091003418	441	0.2812652289867401	436	0.2655453681945801	428	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Hematopoeitic (ICM)	344	0.013303426405754505	0.4245353043079376	0.3377053141593933	0.5025952458381653	441	0.5255086421966553	441	0.30427756905555725	434	0.31050020456314087	425	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Hematopoeitic (RBI)	198	0.007657204733544744	0.4142604470252991	0.33104652166366577	0.46592986583709717	438	0.48900148272514343	441	0.24310225248336792	415	0.24505607783794403	400	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Hindbrain Neurons	156	0.00603294918400495	0.39245137572288513	0.3033246397972107	0.3718150854110718	436	0.39705154299736023	438	0.15877047181129456	378	0.16122478246688843	367	441	hyperspatial_map_calibrated_fusion
6s_E1_to_E2	6-somite	clusters	Hindbrain R1+2	573	0.022159486425864336	0.3403887450695038	0.26603004336357117	0.34150394797325134	432	0.36333391070365906	440	0.15964074432849884	381	0.15591368079185486	372	441	hyperspatial_map_calibrated_fusion
