panel,target_key,stage,gene,n_null,observed_residual_variance,nb_null_median,nb_null_q95,observed_exceeds_nb_q95,fraction_observed_variance_above_nb_median,plotted_value,observed_moran_i,annotation,n_records,fraction_above_q95
S6i,50p_E1_to_E2,50% epiboly,bcl2l1,500.0,0.5148745179176331,0.42521644,0.4348834812641144,True,0.17413579117129213,1.1839367097159028,,,,
S6i,50p_E1_to_E2,50% epiboly,bhlha15,500.0,0.3879207968711853,0.31518784,0.3211641758680344,True,0.1874943437010764,1.2078582420431008,,,,
S6i,50p_E1_to_E2,50% epiboly,blf,500.0,0.5097525119781494,0.3269292,0.332763808965683,True,0.3586511023794033,1.531874856110686,,,,
S6i,50p_E1_to_E2,50% epiboly,bmp2b,500.0,1.4256998300552368,0.34788364,0.3605861380696297,True,0.7559909636053335,3.9538398167151176,,,,
S6i,50p_E1_to_E2,50% epiboly,bmp4,500.0,0.7122707962989807,0.49792240000000004,0.5079383999109268,True,0.30093667564831605,1.4022779069743223,,,,
S6i,50p_E1_to_E2,50% epiboly,brd2a,500.0,0.11191263049840927,0.065124914,0.06755700297653675,True,0.4180736011649023,1.6565659453140291,,,,
S6i,50p_E1_to_E2,50% epiboly,btg2,500.0,0.15189899504184726,0.20195067,0.20783590227365487,False,0.0,0.7308602285751564,,,,
S6i,50p_E1_to_E2,50% epiboly,c1qbp,500.0,0.22034382820129395,0.2578684,0.26823690086603164,False,0.0,0.8214523337016281,,,,
S6i,50p_E1_to_E2,50% epiboly,C7H16orf87,500.0,0.4065234363079071,0.35071540000000007,0.3565589264035225,True,0.1372812303918072,1.1401297407089428,,,,
S6i,50p_E1_to_E2,50% epiboly,ca9,500.0,0.7693693041801453,0.4977392,0.510731965303421,True,0.3530555571695573,1.5064052310159797,,,,
S6i,50p_E1_to_E2,50% epiboly,casz1,500.0,0.4507040679454804,0.39229897,0.39944833517074585,True,0.1295863637653053,1.1283163009124197,,,,
S6i,50p_E1_to_E2,50% epiboly,cbx3a,500.0,0.14332318305969238,0.113196164,0.12169390283524988,True,0.2102033882233952,1.1777351183627038,,,,
S6i,50p_E1_to_E2,50% epiboly,cbx5,500.0,0.08319912105798721,0.067027375,0.07307499572634697,True,0.194373999993015,1.1385443164383247,,,,
S6i,50p_E1_to_E2,50% epiboly,ccne2,500.0,0.4176882803440094,0.38573793,0.3935154810547829,True,0.07649329914115957,1.0614278229268985,,,,
S6i,50p_E1_to_E2,50% epiboly,ccnf,500.0,0.4488251209259033,0.40518963,0.4190708979964256,True,0.09722158034835424,1.0710004514074645,,,,
S6i,50p_E1_to_E2,50% epiboly,ccng1,500.0,0.077577605843544,0.0645251,0.06663815043866635,True,0.16825098033189625,1.1641620503099994,,,,
S6i,50p_E1_to_E2,50% epiboly,cd63,500.0,0.41857683658599854,0.3796491,0.3855380833148957,True,0.09300021046473976,1.085695174357439,,,,
S6i,50p_E1_to_E2,50% epiboly,cdc14b,500.0,0.23910655081272125,0.15092497,0.1596294455230236,True,0.3687961905424279,1.4978849925168383,,,,
S6i,50p_E1_to_E2,50% epiboly,cdc42ep4a,500.0,0.44860392808914185,0.32227665,0.32850929349660873,True,0.28160091412475546,1.3655745422428145,,,,
S6i,50p_E1_to_E2,50% epiboly,cdca8,500.0,0.2070125788450241,0.1991509,0.20931732729077335,False,0.03797679288766884,0.9889892132888378,,,,
