record_type	fold	train_embryo	test_embryo	cohort	method	method_label	gene	genes	cells	ancestor_families	descendant_cells	rho_future_pooled_frozen_raw	rho_future_pooled	future_residual_status	rho_future_macro	rho_future_median	final_pearson_macro	final_spearman_macro	rmse	normalized_rmse	moran_error	domain_gene_count	median_domain_dice	family_bootstrap_estimate	family_bootstrap_ci95_low	family_bootstrap_ci95_high	bootstrap_unit	family_bootstrap_replicates	trajectory_free_gene_rho	trajectory_aware_gene_rho	trajectory_delta_future_residual_pearson	trajectory_improved	evaluation_unit	confirmatory_non_anchor
gene_trajectory_comparison	A	E1	E2	full			foxb1b																						0.07694538	0.40396038	0.327015	True	gene_within_directional_target_embryo	True
gene_trajectory_comparison	A	E1	E2	full			foxc1a																						0.36475065	0.3901652	0.02541454999999998	True	gene_within_directional_target_embryo	True
gene_trajectory_comparison	A	E1	E2	full			foxc1b																						0.19590238	0.28814757	0.09224519000000003	True	gene_within_directional_target_embryo	True
gene_trajectory_comparison	A	E1	E2	full			foxd3																						0.07777391	0.50510633	0.42733242000000005	True	gene_within_directional_target_embryo	True
gene_trajectory_comparison	A	E1	E2	full			foxd5																						0.08635521	0.29988056	0.21352535	True	gene_within_directional_target_embryo	True
gene_trajectory_comparison	A	E1	E2	full			foxg1a																						0.10637671	0.16712904	0.06075233000000001	True	gene_within_directional_target_embryo	True
gene_trajectory_comparison	A	E1	E2	full			foxh1																						0.29721284	0.6217729000000001	0.3245600600000001	True	gene_within_directional_target_embryo	True
gene_trajectory_comparison	A	E1	E2	full			foxi1																						0.031660613	0.46527797	0.433617357	True	gene_within_directional_target_embryo	True
gene_trajectory_comparison	A	E1	E2	full			foxn2b																						-0.11887118	0.5562223000000001	0.67509348	True	gene_within_directional_target_embryo	True
gene_trajectory_comparison	A	E1	E2	full			foxo1a																						0.04396551	0.036892217000000005	-0.007073292999999994	False	gene_within_directional_target_embryo	True
